"Kantons_Nr","Gemeinde_Nr","Ja_Stimmen_In_Prozent","Ja_Stimmen_Absolut","Nein_Stimmen_Absolut","Stimmbeteiligung_In_Prozent","Eingelegte_Stimmzettel","Anzahl_Stimmberechtigte","Gueltige_Stimmen","Gebiet_Ausgezaehlt","Kanton_Short","Gemeinde_d","Gemeinde_f","Gemeinde_i","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Kanton_d","Kanton_f","Kanton_i","Ja_Stimmen_In_Prozent_Kanton","Highest_Yes_Kant","Highest_No_Kant"
1,1,58.504098361,571,405,71.976828385,994,1381,976,TRUE,"ZH","Aeugst am Albis","Aeugst am Albis","Aeugst am Albis","Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,2,55.643760853,2243,1788,56.315861503,4115,7307,4031,TRUE,"ZH","Affoltern am Albis","Affoltern am Albis","Affoltern am Albis","Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,3,52.738904438,1319,1182,68.933873144,2554,3705,2501,TRUE,"ZH","Bonstetten","Bonstetten","Bonstetten","Bonstetten ZH","Bonstetten (ZH)","Bonstetten (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,4,53.773057574,962,827,68.371568259,1818,2659,1789,TRUE,"ZH","Hausen am Albis","Hausen am Albis","Hausen am Albis","Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,5,54.16906268,942,797,68.492094099,1776,2593,1739,TRUE,"ZH","Hedingen","Hedingen","Hedingen","Hedingen ZH","Hedingen (ZH)","Hedingen (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,6,64.285714286,387,215,68.151447661,612,898,602,TRUE,"ZH","Kappel am Albis","Kappel am Albis","Kappel am Albis","Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,7,55.05952381,555,453,66.731770833,1025,1536,1008,TRUE,"ZH","Knonau","Knonau","Knonau","Knonau ZH","Knonau (ZH)","Knonau (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,8,48.979591837,144,150,66.294642857,297,448,294,TRUE,"ZH","Maschwanden","Maschwanden","Maschwanden","Maschwanden ZH","Maschwanden (ZH)","Maschwanden (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,9,56.700626959,1447,1105,67.908309456,2607,3839,2552,TRUE,"ZH","Mettmenstetten","Mettmenstetten","Mettmenstetten","Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,10,58.032319392,1221,883,59.078590786,2180,3690,2104,TRUE,"ZH","Obfelden","Obfelden","Obfelden","Obfelden ZH","Obfelden (ZH)","Obfelden (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,11,57.47734139,761,563,66.190944882,1345,2032,1324,TRUE,"ZH","Ottenbach","Ottenbach","Ottenbach","Ottenbach ZH","Ottenbach (ZH)","Ottenbach (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,12,49.270664506,304,313,74.117647059,630,850,617,TRUE,"ZH","Rifferswil","Rifferswil","Rifferswil","Rifferswil ZH","Rifferswil (ZH)","Rifferswil (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,13,56.464709557,904,697,67.289331673,1621,2409,1601,TRUE,"ZH","Stallikon","Stallikon","Stallikon","Stallikon ZH","Stallikon (ZH)","Stallikon (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,14,60.178065561,1487,984,70.374542382,2499,3551,2471,TRUE,"ZH","Wettswil am Albis","Wettswil am Albis","Wettswil am Albis","Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,22,62.686567164,252,150,65.533980583,405,618,402,TRUE,"ZH","Benken ZH","Benken (ZH)","Benken ZH","Benken ZH","Benken (ZH)","Benken (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,23,67.567567568,225,108,73.175965665,341,466,333,TRUE,"ZH","Berg am Irchel","Berg am Irchel","Berg am Irchel","Berg am Irchel ZH","Berg am Irchel (ZH)","Berg am Irchel (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,24,61.847389558,308,190,67.810026385,514,758,498,TRUE,"ZH","Buch am Irchel","Buch am Irchel","Buch am Irchel","Buch am Irchel ZH","Buch am Irchel (ZH)","Buch am Irchel (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,25,57.464454976,485,359,64.3866171,866,1345,844,TRUE,"ZH","Dachsen","Dachsen","Dachsen","Dachsen ZH","Dachsen (ZH)","Dachsen (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,26,63.812154696,231,131,68.20702403,369,541,362,TRUE,"ZH","Dorf","Dorf","Dorf","Dorf ZH","Dorf (ZH)","Dorf (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,27,55.253490081,752,609,59.052453469,1396,2364,1361,TRUE,"ZH","Feuerthalen","Feuerthalen","Feuerthalen","Feuerthalen ZH","Feuerthalen (ZH)","Feuerthalen (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,28,68.489208633,476,219,65.86270872,710,1078,695,TRUE,"ZH","Flaach","Flaach","Flaach","Flaach ZH","Flaach (ZH)","Flaach (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,29,54.724964739,388,321,71.613545817,719,1004,709,TRUE,"ZH","Flurlingen","Flurlingen","Flurlingen","Flurlingen ZH","Flurlingen (ZH)","Flurlingen (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
1,31,61.132075472,648,412,65.53808948,1084,1654,1060,TRUE,"ZH","Henggart","Henggart","Henggart","Henggart ZH","Henggart (ZH)","Henggart (ZH)","Zürich","Zurich","Zurigo",49.80705194,FALSE,FALSE
