"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
1201,88.1,88.1,11.9,"Altdorf UR","In Altdorf UR ist die Ernährungsinitiative mit 88,1 Prozent der Stimmen angenommen worden. Im Kanton Uri liegt Altdorf UR beim Ja-Anteil zur Ernährungsinitiative an der Spitze.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/CHE_Altdorf_COA.svg/960px-CHE_Altdorf_COA.svg.png"
1202,3.7,3.7,96.3,"Andermatt UR","Mit 96,3 Prozent wird die Ernährungsinitiative in Andermatt verworfen. Sowohl Andermatt als auch der Kanton Uri verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fe/Andermatt-coat_of_arms.svg/500px-Andermatt-coat_of_arms.svg.png"
1203,83.3,83.3,16.7,"Attinghausen UR","In Attinghausen wird die Ernährungsinitiative mit 83,3 Prozent angenommen. Attinghausen sagt Ja zur Ernährungsinitiative, im Kanton Uri überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/CHE_Attinghausen_COA.svg/500px-CHE_Attinghausen_COA.svg.png"
1205,27.7,27.7,72.3,"Bürglen UR","In Bürglen UR hat die Ernährungsinitiative keine Mehrheit gefunden: 72,3 Prozent lehnen die Vorlage ab. Sowohl Bürglen UR als auch der Kanton Uri verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/Wappen_B%C3%BCrglen_UR.svg/500px-Wappen_B%C3%BCrglen_UR.svg.png"
1206,26.5,26.5,73.5,"Erstfeld UR","Nein zur Ernährungsinitiative in Erstfeld: 73,5 Prozent. Sowohl Erstfeld als auch der Kanton Uri verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/27/CHE_Erstfeld_COA.svg/960px-CHE_Erstfeld_COA.svg.png"
1207,5.8,5.8,94.2,"Flüelen UR","In Flüelen hat die Ernährungsinitiative keine Mehrheit gefunden: 94,2 Prozent lehnen die Vorlage ab. Sowohl Flüelen als auch der Kanton Uri verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/Fl%C3%BCelen-coat_of_arms.svg/960px-Fl%C3%BCelen-coat_of_arms.svg.png"
1208,62.7,62.7,37.3,"Göschenen UR","In Göschenen ist die Ernährungsinitiative mit 62,7 Prozent der Stimmen angenommen worden. Göschenen sagt Ja zur Ernährungsinitiative, im Kanton Uri überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/G%C3%B6schenen-coat_of_arms.svg/500px-G%C3%B6schenen-coat_of_arms.svg.png"
1209,79.6,79.6,20.4,"Gurtnellen UR","In Gurtnellen wird die Ernährungsinitiative mit 79,6 Prozent angenommen. Gurtnellen sagt Ja zur Ernährungsinitiative, im Kanton Uri überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/Gurtnellen_Wappen.svg/960px-Gurtnellen_Wappen.svg.png"
1210,59.9,59.9,40.1,"Hospental UR","In Hospental wird die Ernährungsinitiative mit 59,9 Prozent angenommen. Hospental sagt Ja zur Ernährungsinitiative, im Kanton Uri überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/Wappen_Hospental.svg/500px-Wappen_Hospental.svg.png"
1211,29.7,29.7,70.3,"Isenthal UR","In Isenthal hat die Ernährungsinitiative keine Mehrheit gefunden: 70,3 Prozent lehnen die Vorlage ab. Sowohl Isenthal als auch der Kanton Uri verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/Isenthal-coat_of_arms.svg/500px-Isenthal-coat_of_arms.svg.png"
