"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
3201,27.1,27.1,72.9,"Häggenschwil SG","In Häggenschwil ist die Neutralitätsinitiative mit 72,9 Prozent der Stimmen gescheitert. Sowohl Häggenschwil als auch der Kanton St. Gallen verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1b/H%C3%A4ggenschwil-blazon.svg/250px-H%C3%A4ggenschwil-blazon.svg.png"
3202,52.9,52.9,47.1,"Muolen SG","Muolen hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 52,9 Prozent. Muolen sagt Ja zur Neutralitätsinitiative, im Kanton St. Gallen überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/Muolen-coat_of_arms.svg/960px-Muolen-coat_of_arms.svg.png"
3203,38.9,38.9,61.1,"St. Gallen SG","In St. Gallen ist die Neutralitätsinitiative mit 61,1 Prozent der Stimmen gescheitert. Sowohl St. Gallen als auch der Kanton St. Gallen verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/90/CHE_St._Gallen_COA.svg/960px-CHE_St._Gallen_COA.svg.png"
3204,43.3,43.3,56.7,"Wittenbach SG","In Wittenbach ist die Neutralitätsinitiative mit 56,7 Prozent der Stimmen gescheitert. Sowohl Wittenbach als auch der Kanton St. Gallen verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/Wittenbach-blazon.svg/250px-Wittenbach-blazon.svg.png"
3211,73.8,73.8,26.2,"Berg SG","Berg SG hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 73,8 Prozent. Berg SG sagt Ja zur Neutralitätsinitiative, im Kanton St. Gallen überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/Berg_SG-blazon.svg/250px-Berg_SG-blazon.svg.png"
3212,39.4,39.4,60.6,"Eggersriet SG","60,6 Prozent der Stimmbürgerinnen und Stimmbürger von Eggersriet sprechen sich gegen die Neutralitätsinitiative aus. Sowohl Eggersriet als auch der Kanton St. Gallen verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/91/Eggersriet-blazon.svg/250px-Eggersriet-blazon.svg.png"
3213,61,61,39,"Goldach SG","Die Neutralitätsinitiative erreicht in Goldach 61 Prozent Ja-Stimmen. Goldach sagt Ja zur Neutralitätsinitiative, im Kanton St. Gallen überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c3/Goldach-blazon.svg/250px-Goldach-blazon.svg.png"
3214,65.4,65.4,34.6,"Mörschwil SG","Ja zur Neutralitätsinitiative in Mörschwil: 65,4 Prozent. Mörschwil sagt Ja zur Neutralitätsinitiative, im Kanton St. Gallen überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0d/M%C3%B6rschwil-blazon.svg/250px-M%C3%B6rschwil-blazon.svg.png"
3215,63.9,63.9,36.1,"Rorschach SG","Die Neutralitätsinitiative erreicht in Rorschach 63,9 Prozent Ja-Stimmen. Rorschach sagt Ja zur Neutralitätsinitiative, im Kanton St. Gallen überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/CHE_Rorschach_COA.svg/250px-CHE_Rorschach_COA.svg.png"
3216,85,85,15,"Rorschacherberg SG","Mit 85 Prozent befürworten die Stimmberechtigten von Rorschacherberg die Neutralitätsinitiative. Rorschacherberg sagt Ja zur Neutralitätsinitiative, im Kanton St. Gallen überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/Rorschacherberg-blazon.svg/250px-Rorschacherberg-blazon.svg.png"
