"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
3201,77.1,77.1,22.9,"Häggenschwil SG","In Häggenschwil wird die Ernährungsinitiative mit 77,1 Prozent angenommen. Häggenschwil sagt Ja zur Ernährungsinitiative, im Kanton St. Gallen überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1b/H%C3%A4ggenschwil-blazon.svg/250px-H%C3%A4ggenschwil-blazon.svg.png"
3202,13.4,13.4,86.6,"Muolen SG","Nein zur Ernährungsinitiative in Muolen: 86,6 Prozent. Sowohl Muolen als auch der Kanton St. Gallen verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/Muolen-coat_of_arms.svg/960px-Muolen-coat_of_arms.svg.png"
3203,20.7,20.7,79.3,"St. Gallen SG","In St. Gallen wird die Ernährungsinitiative mit 79,3 Prozent abgelehnt. Sowohl St. Gallen als auch der Kanton St. Gallen verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/90/CHE_St._Gallen_COA.svg/960px-CHE_St._Gallen_COA.svg.png"
3204,58.2,58.2,41.8,"Wittenbach SG","In Wittenbach wird die Ernährungsinitiative mit 58,2 Prozent angenommen. Wittenbach sagt Ja zur Ernährungsinitiative, im Kanton St. Gallen überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/Wittenbach-blazon.svg/250px-Wittenbach-blazon.svg.png"
3211,58.2,58.2,41.8,"Berg SG","Die Ernährungsinitiative ist in Berg SG mit 58,2 Prozent der Stimmen angenommen worden. Berg SG sagt Ja zur Ernährungsinitiative, im Kanton St. Gallen überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/Berg_SG-blazon.svg/250px-Berg_SG-blazon.svg.png"
3212,48.9,48.9,51.1,"Eggersriet SG","In Eggersriet hat die Ernährungsinitiative keine Mehrheit gefunden: 51,1 Prozent lehnen die Vorlage ab. Sowohl Eggersriet als auch der Kanton St. Gallen verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/91/Eggersriet-blazon.svg/250px-Eggersriet-blazon.svg.png"
3213,42,42,58,"Goldach SG","In Goldach findet die Ernährungsinitiative mit 58 Prozent keine Mehrheit. Sowohl Goldach als auch der Kanton St. Gallen verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c3/Goldach-blazon.svg/250px-Goldach-blazon.svg.png"
3214,82.5,82.5,17.5,"Mörschwil SG","Die Ernährungsinitiative ist in Mörschwil mit 82,5 Prozent der Stimmen angenommen worden. Mörschwil sagt Ja zur Ernährungsinitiative, im Kanton St. Gallen überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0d/M%C3%B6rschwil-blazon.svg/250px-M%C3%B6rschwil-blazon.svg.png"
3215,77.3,77.3,22.7,"Rorschach SG","77,3 Prozent der Stimmbürgerinnen und Stimmbürger in Rorschach sagen Ja zur Ernährungsinitiative. Rorschach sagt Ja zur Ernährungsinitiative, im Kanton St. Gallen überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/CHE_Rorschach_COA.svg/250px-CHE_Rorschach_COA.svg.png"
3216,11.3,11.3,88.7,"Rorschacherberg SG","In Rorschacherberg hat die Ernährungsinitiative keine Mehrheit gefunden: 88,7 Prozent lehnen die Vorlage ab. Sowohl Rorschacherberg als auch der Kanton St. Gallen verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/Rorschacherberg-blazon.svg/250px-Rorschacherberg-blazon.svg.png"
