"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr","link_wappen"
301,93.7,93.7,6.3,"Aarberg (BE)","L'initiative sur la neutralité est approuvée à Aarberg par 93,7 pour cent des votants. Aarberg a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/be/CHE_Aarberg_BE_COA.svg/500px-CHE_Aarberg_BE_COA.svg.png"
302,64,64,36,"Bargen (BE)","Les habitants de Bargen (BE) soutiennent à 64 pour cent l'initiative sur la neutralité. Bargen (BE) a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/77/CHE_Bargen_BE_COA.svg/500px-CHE_Bargen_BE_COA.svg.png"
303,82.1,82.1,17.9,"Grossaffoltern (BE)","A Grossaffoltern, les habitants disent oui à 82,1 pour cent à l'initiative sur la neutralité. Grossaffoltern a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/23/CHE_Grossaffoltern_BE_COA.svg/500px-CHE_Grossaffoltern_BE_COA.svg.png"
304,47.7,47.7,52.3,"Kallnach (BE)","L'initiative sur la neutralité n'a pas convaincu à Kallnach. Les citoyens de la commune ont refusé le texte à 52,3 pour cent. Kallnach a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/17/CHE_Kallnach_COA.svg/500px-CHE_Kallnach_COA.svg.png"
305,60.8,60.8,39.2,"Kappelen (BE)","Les habitants de Kappelen soutiennent à 60,8 pour cent l'initiative sur la neutralité. Kappelen a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/72/CHE_Kappelen_BE_COA.svg/500px-CHE_Kappelen_BE_COA.svg.png"
306,60.5,60.5,39.5,"Lyss (BE)","La population de Lyss approuve à 60,5 pour cent l'initiative sur la neutralité. Lyss a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/88/CHE_Lyss_COA.svg/500px-CHE_Lyss_COA.svg.png"
307,65.9,65.9,34.1,"Meikirch (BE)","Meikirch dit oui à 65,9 pour cent à l'initiative sur la neutralité. Meikirch a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f0/CHE_Meikirch_COA.svg/500px-CHE_Meikirch_COA.svg.png"
309,34,34,66,"Radelfingen (BE)","La population de Radelfingen rejette à 66 pour cent des voix l'initiative sur la neutralité. Radelfingen a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/05/CHE_Radelfingen_BE_COA.svg/500px-CHE_Radelfingen_BE_COA.svg.png"
310,33.3,33.3,66.7,"Rapperswil (BE)","L'initiative sur la neutralité est refusée à 66,7 pour cent à Rapperswil (BE). Rapperswil (BE) a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/CHE_Rapperswil_BE_official_COA.svg/500px-CHE_Rapperswil_BE_official_COA.svg.png"
311,70.6,70.6,29.4,"Schüpfen (BE)","A Schüpfen, les habitants disent oui à 70,6 pour cent à l'initiative sur la neutralité. Schüpfen a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/CHE_Sch%C3%BCpfen_BE_COA.svg/500px-CHE_Sch%C3%BCpfen_BE_COA.svg.png"
312,53.4,53.4,46.6,"Seedorf (BE)","Seedorf (BE) dit oui à 53,4 pour cent à l'initiative sur la neutralité. Seedorf (BE) a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7a/CHE_Seedorf_BE_COA.svg/960px-CHE_Seedorf_BE_COA.svg.png"
321,70.8,70.8,29.2,"Aarwangen (BE)","L'initiative sur la neutralité passe la rampe avec 70,8 pour cent de oui à Aarwangen. Aarwangen a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dd/CHE_Aarwangen_COA.svg/960px-CHE_Aarwangen_COA.svg.png"
322,42.3,42.3,57.7,"Auswil (BE)","L'initiative sur la neutralité n'a pas convaincu à Auswil. Les citoyens de la commune ont refusé le texte à 57,7 pour cent. Auswil a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/CHE_Auswil_COA.svg/960px-CHE_Auswil_COA.svg.png"
323,53.1,53.1,46.9,"Bannwil (BE)","L'initiative sur la neutralité est approuvée à Bannwil par 53,1 pour cent des votants. Bannwil a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/CHE_Bannwil_COA.svg/500px-CHE_Bannwil_COA.svg.png"
324,85.8,85.8,14.2,"Bleienbach (BE)","Bleienbach dit oui à 85,8 pour cent à l'initiative sur la neutralité. Bleienbach a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/CHE_Bleienbach_COA.svg/960px-CHE_Bleienbach_COA.svg.png"
325,84,84,16,"Busswil bei Melchnau (BE)","Les habitants de Busswil bei Melchnau soutiennent à 84 pour cent l'initiative sur la neutralité. Busswil bei Melchnau a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/CHE_Busswil_bei_Melchnau_COA.svg/500px-CHE_Busswil_bei_Melchnau_COA.svg.png"
326,49.3,49.3,50.7,"Gondiswil (BE)","L'initiative sur la neutralité n'a pas convaincu à Gondiswil. Les citoyens de la commune ont refusé le texte à 50,7 pour cent. Gondiswil a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f4/CHE_Gondiswil_COA.svg/960px-CHE_Gondiswil_COA.svg.png"
329,34.5,34.5,65.5,"Langenthal (BE)","C'est non à l'initiative sur la neutralité à Langenthal. Les habitants ont refusé le texte à 65,5 pour cent. Langenthal a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f2/CHE_Langenthal_COA.svg/960px-CHE_Langenthal_COA.svg.png"
331,70.1,70.1,29.9,"Lotzwil (BE)","Lotzwil dit oui à 70,1 pour cent à l'initiative sur la neutralité. Lotzwil a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/CHE_Lotzwil_COA.svg/500px-CHE_Lotzwil_COA.svg.png"
332,78.6,78.6,21.4,"Madiswil (BE)","A Madiswil, les habitants disent oui à 78,6 pour cent à l'initiative sur la neutralité. Madiswil a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/CHE_Madiswil_COA.svg/500px-CHE_Madiswil_COA.svg.png"
333,43.5,43.5,56.5,"Melchnau (BE)","L'initiative sur la neutralité n'a pas trouvé grâce aux yeux des citoyens de Melchnau. Ils ont refusé le texte à 56,5 pour cent. Melchnau a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e7/CHE_Melchnau_COA.svg/500px-CHE_Melchnau_COA.svg.png"
335,36.6,36.6,63.4,"Oeschenbach (BE)","Les habitants d'Oeschenbach s'opposent à l'initiative sur la neutralité par 63,4 pour cent des voix. Oeschenbach a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/CHE_Oeschenbach_COA.svg/500px-CHE_Oeschenbach_COA.svg.png"
336,50.7,50.7,49.3,"Reisiswil (BE)","A Reisiswil, les habitants disent oui à 50,7 pour cent à l'initiative sur la neutralité. Reisiswil a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/CHE_Reisiswil_COA.svg/500px-CHE_Reisiswil_COA.svg.png"
337,18.4,18.4,81.6,"Roggwil (BE)","C'est non à l'initiative sur la neutralité à Roggwil (BE). Les habitants ont refusé le texte à 81,6 pour cent. Roggwil (BE) a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e0/CHE_Roggwil_BE_COA.svg/500px-CHE_Roggwil_BE_COA.svg.png"
338,56.8,56.8,43.2,"Rohrbach (BE)","Rohrbach dit oui à 56,8 pour cent à l'initiative sur la neutralité. Rohrbach a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/81/CHE_Rohrbach_COA.svg/960px-CHE_Rohrbach_COA.svg.png"
339,51,51,49,"Rohrbachgraben (BE)","L'initiative sur la neutralité est approuvée à Rohrbachgraben par 51 pour cent des votants. Rohrbachgraben a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/86/CHE_Rohrbachgraben_COA.svg/500px-CHE_Rohrbachgraben_COA.svg.png"
340,38.5,38.5,61.5,"Rütschelen (BE)","C'est non à l'initiative sur la neutralité à Rütschelen. Les habitants ont refusé le texte à 61,5 pour cent. Rütschelen a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c1/CHE_R%C3%BCtschelen_COA.svg/960px-CHE_R%C3%BCtschelen_COA.svg.png"
341,51.5,51.5,48.5,"Schwarzhäusern (BE)","La population de Schwarzhäusern approuve à 51,5 pour cent l'initiative sur la neutralité. Schwarzhäusern a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/CHE_Schwarzh%C3%A4usern_COA.svg/500px-CHE_Schwarzh%C3%A4usern_COA.svg.png"
342,84.8,84.8,15.2,"Thunstetten (BE)","Thunstetten dit oui à 84,8 pour cent à l'initiative sur la neutralité. Thunstetten a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/CHE_Thunstetten_COA.svg/500px-CHE_Thunstetten_COA.svg.png"
344,2.8,2.8,97.2,"Ursenbach (BE)","A Ursenbach, les citoyens rejettent à 97,2 pour cent l'initiative sur la neutralité. Ursenbach a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/CHE_Ursenbach_COA.svg/500px-CHE_Ursenbach_COA.svg.png"
345,48.4,48.4,51.6,"Wynau (BE)","L'initiative sur la neutralité n'a pas convaincu à Wynau. Les citoyens de la commune ont refusé le texte à 51,6 pour cent. Wynau a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ab/CHE_Wynau_COA.svg/500px-CHE_Wynau_COA.svg.png"
351,44.2,44.2,55.8,"Berne (BE)","A Berne, les citoyens rejettent à 55,8 pour cent l'initiative sur la neutralité. Berne a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/91/CHE_Bern_BE_COA.svg/960px-CHE_Bern_BE_COA.svg.png"
352,58.2,58.2,41.8,"Bolligen (BE)","La population de Bolligen approuve à 58,2 pour cent l'initiative sur la neutralité. Bolligen a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/ba/CHE_Bolligen_COA.svg/500px-CHE_Bolligen_COA.svg.png"
353,66.3,66.3,33.7,"Bremgarten bei Bern (BE)","Bremgarten bei Bern dit oui à 66,3 pour cent à l'initiative sur la neutralité. Bremgarten bei Bern a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1f/CHE_Bremgarten_bei_Bern_COA.svg/500px-CHE_Bremgarten_bei_Bern_COA.svg.png"
