"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
1201,64.6,64.6,35.4,"Altdorf UR","Mit 64,6 Prozent befürworten die Stimmberechtigten von Altdorf UR die Neutralitätsinitiative. Altdorf UR sagt wie der Kanton Uri Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/CHE_Altdorf_COA.svg/960px-CHE_Altdorf_COA.svg.png"
1202,39.1,39.1,60.9,"Andermatt UR","60,9 Prozent der Stimmbürgerinnen und Stimmbürger von Andermatt haben die Neutralitätsinitiative abgelehnt. Abweichung: Andermatt verwirft die Neutralitätsinitiative, der Kanton Uri stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fe/Andermatt-coat_of_arms.svg/500px-Andermatt-coat_of_arms.svg.png"
1203,35.3,35.3,64.7,"Attinghausen UR","Mit 64,7 Prozent wird die Neutralitätsinitiative in Attinghausen verworfen. Abweichung: Attinghausen verwirft die Neutralitätsinitiative, der Kanton Uri stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/CHE_Attinghausen_COA.svg/500px-CHE_Attinghausen_COA.svg.png"
1205,43.3,43.3,56.7,"Bürglen UR","Mit 56,7 Prozent wird die Neutralitätsinitiative in Bürglen UR verworfen. Abweichung: Bürglen UR verwirft die Neutralitätsinitiative, der Kanton Uri stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/Wappen_B%C3%BCrglen_UR.svg/500px-Wappen_B%C3%BCrglen_UR.svg.png"
1206,25.7,25.7,74.3,"Erstfeld UR","74,3 Prozent der Stimmbürgerinnen und Stimmbürger von Erstfeld haben die Neutralitätsinitiative abgelehnt. Abweichung: Erstfeld verwirft die Neutralitätsinitiative, der Kanton Uri stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/27/CHE_Erstfeld_COA.svg/960px-CHE_Erstfeld_COA.svg.png"
1207,83.5,83.5,16.5,"Flüelen UR","In Flüelen ist die Neutralitätsinitiative mit 83,5 Prozent der Stimmen angenommen worden. Flüelen sagt wie der Kanton Uri Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/Fl%C3%BCelen-coat_of_arms.svg/960px-Fl%C3%BCelen-coat_of_arms.svg.png"
1208,41.4,41.4,58.6,"Göschenen UR","58,6 Prozent der Stimmbürgerinnen und Stimmbürger von Göschenen sprechen sich gegen die Neutralitätsinitiative aus. Abweichung: Göschenen verwirft die Neutralitätsinitiative, der Kanton Uri stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/G%C3%B6schenen-coat_of_arms.svg/500px-G%C3%B6schenen-coat_of_arms.svg.png"
1209,53.8,53.8,46.2,"Gurtnellen UR","In Gurtnellen wird die Neutralitätsinitiative mit 53,8 Prozent angenommen. Gurtnellen sagt wie der Kanton Uri Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/Gurtnellen_Wappen.svg/960px-Gurtnellen_Wappen.svg.png"
1210,59.3,59.3,40.7,"Hospental UR","In Hospental wird die Neutralitätsinitiative mit 59,3 Prozent angenommen. Hospental sagt wie der Kanton Uri Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/Wappen_Hospental.svg/500px-Wappen_Hospental.svg.png"
1211,41.1,41.1,58.9,"Isenthal UR","58,9 Prozent der Stimmbürgerinnen und Stimmbürger von Isenthal sprechen sich gegen die Neutralitätsinitiative aus. Abweichung: Isenthal verwirft die Neutralitätsinitiative, der Kanton Uri stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/Isenthal-coat_of_arms.svg/500px-Isenthal-coat_of_arms.svg.png"
