"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
4001,43.8,43.8,56.2,"Aarau AG","Nein zum Zivildienstgesetz in Aarau: 56,2 Prozent. Aarau lehnt das Zivildienstgesetz ab, der Kanton Aargau nimmt sie an."
4002,57.8,57.8,42.2,"Biberstein AG","Die Vorlage das Zivildienstgesetz ist in Biberstein mit 57,8 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Aargau stimmt Biberstein dem Zivildienstgesetz zu."
4003,50.5,50.5,49.5,"Buchs AG","In Buchs AG wird das Zivildienstgesetz mit 50,5 Prozent angenommen. Übereinstimmend mit dem Kanton Aargau stimmt Buchs AG dem Zivildienstgesetz zu."
4004,60.9,60.9,39.1,"Densbüren AG","In Densbüren wird das Zivildienstgesetz mit 60,9 Prozent angenommen. Übereinstimmend mit dem Kanton Aargau stimmt Densbüren dem Zivildienstgesetz zu."
4005,61.2,61.2,38.8,"Erlinsbach AG","Das Zivildienstgesetz erreicht in Erlinsbach AG 61,2 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Aargau stimmt Erlinsbach AG dem Zivildienstgesetz zu."
4006,58,58,42,"Gränichen AG","In Gränichen wird das Zivildienstgesetz mit 58 Prozent angenommen. Übereinstimmend mit dem Kanton Aargau stimmt Gränichen dem Zivildienstgesetz zu."
4007,60,60,40,"Hirschthal AG","In Hirschthal wird das Zivildienstgesetz mit 60 Prozent angenommen. Übereinstimmend mit dem Kanton Aargau stimmt Hirschthal dem Zivildienstgesetz zu."
4008,51,51,49,"Küttigen AG","In Küttigen wird das Zivildienstgesetz mit 51 Prozent angenommen. Übereinstimmend mit dem Kanton Aargau stimmt Küttigen dem Zivildienstgesetz zu."
4009,63.2,63.2,36.8,"Muhen AG","In Muhen wird das Zivildienstgesetz mit 63,2 Prozent angenommen. Übereinstimmend mit dem Kanton Aargau stimmt Muhen dem Zivildienstgesetz zu."
4010,59.2,59.2,40.8,"Oberentfelden AG","In Oberentfelden ist das Zivildienstgesetz mit 59,2 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Aargau stimmt Oberentfelden dem Zivildienstgesetz zu."
