"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr","link_wappen"
5401,59.1,59.1,40.9,"Aigle (VD)","Le projet de l'initiative dite des 12% a été accepté à Aigle avec 59,1 pour cent des voix. Tout comme le canton, Aigle approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/CHE_Aigle_COA.svg/500px-CHE_Aigle_COA.svg.png"
5402,72.7,72.7,27.3,"Bex (VD)","Avec 72,7 pour cent de oui, une majorité des électeurs de Bex a accepté l'initiative dite des 12%. Tout comme le canton, Bex approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/CHE_Bex_COA.svg/500px-CHE_Bex_COA.svg.png"
5403,71.1,71.1,28.9,"Chessel (VD)","Le projet de l'initiative dite des 12% a été accepté à Chessel avec 71,1 pour cent des voix. Tout comme le canton, Chessel approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/CHE_Chessel_COA.svg/500px-CHE_Chessel_COA.svg.png"
5404,49.9,49.9,50.1,"Corbeyrier (VD)","A Corbeyrier, l'initiative dite des 12% ne réunit pas de majorité, avec 50,1 pour cent de non. Corbeyrier rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/99/CHE_Corbeyrier_COA.svg/500px-CHE_Corbeyrier_COA.svg.png"
5405,78.2,78.2,21.8,"Gryon (VD)","Le projet de l'initiative dite des 12% a été accepté à Gryon avec 78,2 pour cent des voix. Tout comme le canton, Gryon approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7e/CHE_Gryon_COA.svg/500px-CHE_Gryon_COA.svg.png"
5406,58.8,58.8,41.2,"Lavey-Morcles (VD)","A Lavey-Morcles, l'initiative dite des 12% récolte 58,8 pour cent d'approbation. Tout comme le canton, Lavey-Morcles approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/16/CHE_Lavey-Morcles_COA.svg/500px-CHE_Lavey-Morcles_COA.svg.png"
5407,59,59,41,"Leysin (VD)","A Leysin, l'initiative dite des 12% récolte 59 pour cent d'approbation. Tout comme le canton, Leysin approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fe/CHE_Leysin_COA.svg/500px-CHE_Leysin_COA.svg.png"
5408,23.3,23.3,76.7,"Noville (VD)","A Noville, l'initiative dite des 12% n'a pas trouvé de majorité: 76,7 pour cent rejettent le texte. Noville rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/77/CHE_Noville_COA.svg/500px-CHE_Noville_COA.svg.png"
5409,70.2,70.2,29.8,"Ollon (VD)","A Ollon, l'initiative dite des 12% récolte 70,2 pour cent d'approbation. Tout comme le canton, Ollon approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2d/CHE_Ollon_VD_COA.svg/500px-CHE_Ollon_VD_COA.svg.png"
5410,90.5,90.5,9.5,"Ormont-Dessous (VD)","Avec 90,5 pour cent de oui, une majorité des électeurs d'Ormont-Dessous a accepté l'initiative dite des 12%. Tout comme le canton, Ormont-Dessous approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/CHE_Ormont-Dessous_COA.svg/500px-CHE_Ormont-Dessous_COA.svg.png"
5411,70.5,70.5,29.5,"Ormont-Dessus (VD)","A Ormont-Dessus, l'initiative dite des 12% récolte 70,5 pour cent d'approbation. Tout comme le canton, Ormont-Dessus approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9d/CHE_Ormont-Dessus_COA.svg/500px-CHE_Ormont-Dessus_COA.svg.png"
5412,56.8,56.8,43.2,"Rennaz (VD)","Le projet de l'initiative dite des 12% a été accepté à Rennaz avec 56,8 pour cent des voix. Tout comme le canton, Rennaz approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/CHE_Rennaz_COA.svg/500px-CHE_Rennaz_COA.svg.png"
5413,24.9,24.9,75.1,"Roche (VD)","A Roche (VD), l'initiative dite des 12% ne réunit pas de majorité, avec 75,1 pour cent de non. Roche (VD) rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/CHE_Roche_COA.svg/500px-CHE_Roche_COA.svg.png"
5414,6.3,6.3,93.7,"Villeneuve (VD)","A Villeneuve (VD), l'initiative dite des 12% ne réunit pas de majorité, avec 93,7 pour cent de non. Villeneuve (VD) rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/CHE_Villeneuve_COA.svg/500px-CHE_Villeneuve_COA.svg.png"
5415,39.6,39.6,60.4,"Yvorne (VD)","A Yvorne, l'initiative dite des 12% n'a pas trouvé de majorité: 60,4 pour cent rejettent le texte. Yvorne rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/CHE_Yvorne_COA.svg/500px-CHE_Yvorne_COA.svg.png"
5422,39.7,39.7,60.3,"Aubonne (VD)","A Aubonne, l'initiative dite des 12% n'a pas trouvé de majorité: 60,3 pour cent rejettent le texte. Aubonne rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/ba/CHE_Aubonne_COA.svg/500px-CHE_Aubonne_COA.svg.png"
5423,91,91,9,"Ballens (VD)","A Ballens, l'initiative dite des 12% récolte 91 pour cent d'approbation. Tout comme le canton, Ballens approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2d/CHE_Ballens_COA.svg/500px-CHE_Ballens_COA.svg.png"
5424,32.4,32.4,67.6,"Berolle (VD)","Non à l'initiative dite des 12% à Berolle: 67,6 pour cent. Berolle rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/57/CHE_Berolle_COA.svg/500px-CHE_Berolle_COA.svg.png"
5425,57,57,43,"Bière (VD)","Le projet de l'initiative dite des 12% a été accepté à Bière avec 57 pour cent des voix. Tout comme le canton, Bière approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d8/CHE_Bi%C3%A8re_COA.svg/500px-CHE_Bi%C3%A8re_COA.svg.png"
5426,91.7,91.7,8.3,"Bougy-Villars (VD)","Avec 91,7 pour cent de oui, une majorité des électeurs de Bougy-Villars a accepté l'initiative dite des 12%. Tout comme le canton, Bougy-Villars approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/CHE_Bougy-Villars_COA.svg/500px-CHE_Bougy-Villars_COA.svg.png"
5427,36.3,36.3,63.7,"Féchy (VD)","A Féchy, l'initiative dite des 12% ne réunit pas de majorité, avec 63,7 pour cent de non. Féchy rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/CHE_F%C3%A9chy_COA.svg/500px-CHE_F%C3%A9chy_COA.svg.png"
5428,57,57,43,"Gimel (VD)","Avec 57 pour cent de oui, une majorité des électeurs de Gimel a accepté l'initiative dite des 12%. Tout comme le canton, Gimel approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1f/CHE_Gimel_COA.svg/500px-CHE_Gimel_COA.svg.png"
5429,19.2,19.2,80.8,"Longirod (VD)","Non à l'initiative dite des 12% à Longirod: 80,8 pour cent. Longirod rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/20/CHE_Longirod_COA.svg/500px-CHE_Longirod_COA.svg.png"
5430,17.1,17.1,82.9,"Marchissy (VD)","A Marchissy, l'initiative dite des 12% ne réunit pas de majorité, avec 82,9 pour cent de non. Marchissy rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/CHE_Marchissy_COA.svg/500px-CHE_Marchissy_COA.svg.png"
5431,53.3,53.3,46.7,"Mollens (VD)","A Mollens (VD), l'initiative dite des 12% récolte 53,3 pour cent d'approbation. Tout comme le canton, Mollens (VD) approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/CHE_Mollens_COA.svg/500px-CHE_Mollens_COA.svg.png"
5434,29.6,29.6,70.4,"Saint-George (VD)","A Saint-George, l'initiative dite des 12% ne réunit pas de majorité, avec 70,4 pour cent de non. Saint-George rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/CHE_Saint-George_COA.svg/500px-CHE_Saint-George_COA.svg.png"
5435,64.7,64.7,35.3,"Saint-Livres (VD)","A Saint-Livres, l'initiative dite des 12% récolte 64,7 pour cent d'approbation. Tout comme le canton, Saint-Livres approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Saint-Livres_COA.svg/500px-CHE_Saint-Livres_COA.svg.png"
5436,55.7,55.7,44.3,"Saint-Oyens (VD)","Le projet de l'initiative dite des 12% a été accepté à Saint-Oyens avec 55,7 pour cent des voix. Tout comme le canton, Saint-Oyens approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/CHE_Saint-Oyens_COA.svg/500px-CHE_Saint-Oyens_COA.svg.png"
5437,72.1,72.1,27.9,"Saubraz (VD)","A Saubraz, l'initiative dite des 12% récolte 72,1 pour cent d'approbation. Tout comme le canton, Saubraz approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b1/CHE_Saubraz_COA.svg/500px-CHE_Saubraz_COA.svg.png"
5451,88.9,88.9,11.1,"Avenches (VD)","A Avenches, l'initiative dite des 12% récolte 88,9 pour cent d'approbation. Tout comme le canton, Avenches approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/CHE_Avenches_COA.svg/500px-CHE_Avenches_COA.svg.png"
5456,69.3,69.3,30.7,"Cudrefin (VD)","A Cudrefin, l'initiative dite des 12% récolte 69,3 pour cent d'approbation. Tout comme le canton, Cudrefin approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/CHE_Cudrefin_COA.svg/500px-CHE_Cudrefin_COA.svg.png"
5458,37.4,37.4,62.6,"Faoug (VD)","A Faoug, l'initiative dite des 12% n'a pas trouvé de majorité: 62,6 pour cent rejettent le texte. Faoug rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c6/CHE_Faoug_COA.svg/500px-CHE_Faoug_COA.svg.png"
5464,38.5,38.5,61.5,"Vully-les-Lacs (VD)","A Vully-les-Lacs, l'initiative dite des 12% ne réunit pas de majorité, avec 61,5 pour cent de non. Vully-les-Lacs rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/CHE_Vully-les-Lacs_COA.svg/500px-CHE_Vully-les-Lacs_COA.svg.png"
5471,42.2,42.2,57.8,"Bettens (VD)","A Bettens, l'initiative dite des 12% ne réunit pas de majorité, avec 57,8 pour cent de non. Bettens rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/CHE_Bettens_COA.svg/500px-CHE_Bettens_COA.svg.png"
5472,46.3,46.3,53.7,"Bournens (VD)","A Bournens, l'initiative dite des 12% n'a pas trouvé de majorité: 53,7 pour cent rejettent le texte. Bournens rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Bournens_COA.svg/500px-CHE_Bournens_COA.svg.png"
5473,78.3,78.3,21.7,"Boussens (VD)","Avec 78,3 pour cent de oui, une majorité des électeurs de Boussens a accepté l'initiative dite des 12%. Tout comme le canton, Boussens approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/CHE_Boussens_COA.svg/500px-CHE_Boussens_COA.svg.png"
5474,52.4,52.4,47.6,"La Chaux (Cossonay) (VD)","Avec 52,4 pour cent de oui, une majorité des électeurs de La Chaux (Cossonay) a accepté l'initiative dite des 12%. Tout comme le canton, La Chaux (Cossonay) approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/CHE_La_Chaux_%28Cossonay%29_COA.svg/500px-CHE_La_Chaux_%28Cossonay%29_COA.svg.png"
5475,6.6,6.6,93.4,"Chavannes-le-Veyron (VD)","Non à l'initiative dite des 12% à Chavannes-le-Veyron: 93,4 pour cent. Chavannes-le-Veyron rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/CHE_Chavannes-le-Veyron_COA.svg/500px-CHE_Chavannes-le-Veyron_COA.svg.png"
5476,68.5,68.5,31.5,"Chevilly (VD)","Le projet de l'initiative dite des 12% a été accepté à Chevilly avec 68,5 pour cent des voix. Tout comme le canton, Chevilly approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7b/CHE_Chevilly_COA.svg/500px-CHE_Chevilly_COA.svg.png"
5477,49,49,51,"Cossonay (VD)","Non à l'initiative dite des 12% à Cossonay: 51 pour cent. Cossonay rejette l'initiative dite des 12%, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/CHE_Cossonay_COA.svg/500px-CHE_Cossonay_COA.svg.png"
5479,58.4,58.4,41.6,"Cuarnens (VD)","Le projet de l'initiative dite des 12% a été accepté à Cuarnens avec 58,4 pour cent des voix. Tout comme le canton, Cuarnens approuve l'initiative dite des 12%.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dd/CHE_Cuarnens_COA.svg/500px-CHE_Cuarnens_COA.svg.png"
