"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
3506,72.7,72.7,27.3,"Vaz/Obervaz GR","Mit 72,7 Prozent befürworten die Stimmberechtigten von Vaz/Obervaz die Neutralitätsinitiative. Vaz/Obervaz sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/CHE_Vaz-Obervaz_COA.svg/250px-CHE_Vaz-Obervaz_COA.svg.png"
3513,53.8,53.8,46.2,"Lantsch/Lenz GR","In Lantsch/Lenz ist die Neutralitätsinitiative mit 53,8 Prozent der Stimmen angenommen worden. Lantsch/Lenz sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/CHE_Lantsch-Lenz_COA.svg/250px-CHE_Lantsch-Lenz_COA.svg.png"
3514,98.3,98.3,1.7,"Schmitten GR","Mit 98,3 Prozent befürworten die Stimmberechtigten von Schmitten GR die Neutralitätsinitiative. Schmitten GR sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/CHE_Schmitten_GR_COA.svg/250px-CHE_Schmitten_GR_COA.svg.png"
3542,51.1,51.1,48.9,"Albula/Alvra GR","Die Neutralitätsinitiative erreicht in Albula/Alvra 51,1 Prozent Ja-Stimmen. Albula/Alvra sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/CHE_Albula-Alvra_COA.svg/250px-CHE_Albula-Alvra_COA.svg.png"
3543,36.8,36.8,63.2,"Surses GR","Mit 63,2 Prozent wird die Neutralitätsinitiative in Surses verworfen. Sowohl Surses als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7e/CHE_Surses_COA.svg/250px-CHE_Surses_COA.svg.png"
3544,39.7,39.7,60.3,"Bergün Filisur GR","Mit 60,3 Prozent wird die Neutralitätsinitiative in Bergün Filisur verworfen. Sowohl Bergün Filisur als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/77/CHE_Berg%C3%BCn_Filisur_COA.svg/250px-CHE_Berg%C3%BCn_Filisur_COA.svg.png"
3551,47.6,47.6,52.4,"Brusio GR","Nein zur Neutralitätsinitiative in Brusio: 52,4 Prozent. Sowohl Brusio als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d9/CHE_Brusio_COA.svg/250px-CHE_Brusio_COA.svg.png"
3561,58,58,42,"Poschiavo GR","Ja zur Neutralitätsinitiative in Poschiavo: 58 Prozent. Poschiavo sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/17/CHE_Poschiavo_COA.svg/250px-CHE_Poschiavo_COA.svg.png"
3572,58.7,58.7,41.3,"Falera GR","Ja zur Neutralitätsinitiative in Falera: 58,7 Prozent. Falera sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c0/CHE_Falera_COA.svg/250px-CHE_Falera_COA.svg.png"
3575,57,57,43,"Laax GR","Laax hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 57 Prozent. Laax sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/CHE_Laax_COA.svg/250px-CHE_Laax_COA.svg.png"
3581,51.5,51.5,48.5,"Sagogn GR","In Sagogn ist die Neutralitätsinitiative mit 51,5 Prozent der Stimmen angenommen worden. Sagogn sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/CHE_Sagogn_COA.svg/250px-CHE_Sagogn_COA.svg.png"
3582,48.4,48.4,51.6,"Schluein GR","51,6 Prozent der Stimmbürgerinnen und Stimmbürger von Schluein haben die Neutralitätsinitiative abgelehnt. Sowohl Schluein als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3a/CHE_Schluein_COA.svg/250px-CHE_Schluein_COA.svg.png"
3603,48.9,48.9,51.1,"Vals GR","Mit 51,1 Prozent wird die Neutralitätsinitiative in Vals verworfen. Sowohl Vals als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/CHE_Vals_COA.svg/960px-CHE_Vals_COA.svg.png"
3618,6.3,6.3,93.7,"Lumnezia GR","Nein zur Neutralitätsinitiative in Lumnezia: 93,7 Prozent. Sowohl Lumnezia als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9a/CHE_Lumnezia_COA.svg/250px-CHE_Lumnezia_COA.svg.png"
3619,67.9,67.9,32.1,"Ilanz/Glion GR","Ilanz/Glion hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 67,9 Prozent. Ilanz/Glion sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bc/CHE_Ilanz-Glion_COA.svg/250px-CHE_Ilanz-Glion_COA.svg.png"
3633,49.6,49.6,50.4,"Fürstenau GR","In Fürstenau ist die Neutralitätsinitiative mit 50,4 Prozent der Stimmen gescheitert. Sowohl Fürstenau als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a1/CHE_F%C3%BCrstenau_COA.svg/960px-CHE_F%C3%BCrstenau_COA.svg.png"
3637,3.7,3.7,96.3,"Rothenbrunnen GR","96,3 Prozent der Stimmbürgerinnen und Stimmbürger von Rothenbrunnen haben die Neutralitätsinitiative abgelehnt. Rothenbrunnen verzeichnet im Kanton Graubünden den höchsten Nein-Anteil zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/CHE_Rothenbrunnen_COA.svg/250px-CHE_Rothenbrunnen_COA.svg.png"
3638,8.9,8.9,91.1,"Scharans GR","In Scharans ist die Neutralitätsinitiative mit 91,1 Prozent der Stimmen gescheitert. Sowohl Scharans als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/CHE_Scharans_COA.svg/250px-CHE_Scharans_COA.svg.png"
3640,19.7,19.7,80.3,"Sils im Domleschg GR","80,3 Prozent der Stimmbürgerinnen und Stimmbürger von Sils im Domleschg haben die Neutralitätsinitiative abgelehnt. Sowohl Sils im Domleschg als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cb/CHE_Sils_im_Domleschg_COA.svg/250px-CHE_Sils_im_Domleschg_COA.svg.png"
3661,43.5,43.5,56.5,"Cazis GR","Nein zur Neutralitätsinitiative in Cazis: 56,5 Prozent. Sowohl Cazis als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/CHE_Cazis_COA.svg/250px-CHE_Cazis_COA.svg.png"
3662,15.1,15.1,84.9,"Flerden GR","84,9 Prozent der Stimmbürgerinnen und Stimmbürger von Flerden haben die Neutralitätsinitiative abgelehnt. Sowohl Flerden als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/CHE_Flerden_COA.svg/250px-CHE_Flerden_COA.svg.png"
3663,41.3,41.3,58.7,"Masein GR","58,7 Prozent der Stimmbürgerinnen und Stimmbürger von Masein haben die Neutralitätsinitiative abgelehnt. Sowohl Masein als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/CHE_Masein_COA.svg/960px-CHE_Masein_COA.svg.png"
3668,33.1,33.1,66.9,"Thusis GR","66,9 Prozent der Stimmbürgerinnen und Stimmbürger von Thusis haben die Neutralitätsinitiative abgelehnt. Sowohl Thusis als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2b/CHE_Thusis_COA.svg/250px-CHE_Thusis_COA.svg.png"
3669,73,73,27,"Tschappina GR","In Tschappina ist die Neutralitätsinitiative mit 73 Prozent der Stimmen angenommen worden. Tschappina sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f4/CHE_Tschappina_COA.svg/250px-CHE_Tschappina_COA.svg.png"
3670,20.8,20.8,79.2,"Urmein GR","In Urmein ist die Neutralitätsinitiative mit 79,2 Prozent der Stimmen gescheitert. Sowohl Urmein als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/CHE_Urmein_COA.svg/250px-CHE_Urmein_COA.svg.png"
3672,77.1,77.1,22.9,"Safiental GR","Die Neutralitätsinitiative erreicht in Safiental 77,1 Prozent Ja-Stimmen. Safiental sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/CHE_Safiental_COA.svg/250px-CHE_Safiental_COA.svg.png"
3673,66.9,66.9,33.1,"Domleschg GR","Domleschg stimmt der Neutralitätsinitiative mit 66,9 Prozent zu. Domleschg sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/CHE_Domleschg_COA.svg/250px-CHE_Domleschg_COA.svg.png"
3681,62.2,62.2,37.8,"Avers GR","In Avers wird die Neutralitätsinitiative mit 62,2 Prozent angenommen. Avers sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/CHE_Avers_COA.svg/960px-CHE_Avers_COA.svg.png"
3695,46.9,46.9,53.1,"Sufers GR","In Sufers ist die Neutralitätsinitiative mit 53,1 Prozent der Stimmen gescheitert. Sowohl Sufers als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/54/CHE_Sufers_COA.svg/250px-CHE_Sufers_COA.svg.png"
3701,72,72,28,"Andeer GR","Ja zur Neutralitätsinitiative in Andeer: 72 Prozent. Andeer sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b2/CHE_Andeer_COA.svg/250px-CHE_Andeer_COA.svg.png"
3711,7.7,7.7,92.3,"Rongellen GR","In Rongellen ist die Neutralitätsinitiative mit 92,3 Prozent der Stimmen gescheitert. Sowohl Rongellen als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/CHE_Rongellen_COA.svg/250px-CHE_Rongellen_COA.svg.png"
3712,75.9,75.9,24.1,"Zillis-Reischen GR","Mit 75,9 Prozent befürworten die Stimmberechtigten von Zillis-Reischen die Neutralitätsinitiative. Zillis-Reischen sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/CHE_Zillis-Reischen_COA.svg/250px-CHE_Zillis-Reischen_COA.svg.png"
3713,48.3,48.3,51.7,"Ferrera GR","Mit 51,7 Prozent wird die Neutralitätsinitiative in Ferrera verworfen. Sowohl Ferrera als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3d/CHE_Ferrera_COA.svg/250px-CHE_Ferrera_COA.svg.png"
3714,60.1,60.1,39.9,"Rheinwald GR","Rheinwald hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 60,1 Prozent. Rheinwald sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/CHE_Rheinwald_COA.svg/250px-CHE_Rheinwald_COA.svg.png"
3715,58.6,58.6,41.4,"Muntogna da Schons GR","In Muntogna da Schons ist die Neutralitätsinitiative mit 58,6 Prozent der Stimmen angenommen worden. Muntogna da Schons sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0a/CHE_Muntogna_da_Schons_COA.svg/250px-CHE_Muntogna_da_Schons_COA.svg.png"
3721,63.4,63.4,36.6,"Bonaduz GR","In Bonaduz ist die Neutralitätsinitiative mit 63,4 Prozent der Stimmen angenommen worden. Bonaduz sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d5/CHE_Bonaduz_COA.svg/250px-CHE_Bonaduz_COA.svg.png"
3722,49.4,49.4,50.6,"Domat/Ems GR","50,6 Prozent der Stimmbürgerinnen und Stimmbürger von Domat/Ems haben die Neutralitätsinitiative abgelehnt. Sowohl Domat/Ems als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1f/CHE_Domat-Ems_COA.svg/250px-CHE_Domat-Ems_COA.svg.png"
3723,86.1,86.1,13.9,"Rhäzüns GR","Rhäzüns stimmt der Neutralitätsinitiative mit 86,1 Prozent zu. Rhäzüns sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/CHE_Rh%C3%A4z%C3%BCns_COA.svg/250px-CHE_Rh%C3%A4z%C3%BCns_COA.svg.png"
3731,66.4,66.4,33.6,"Felsberg GR","Felsberg hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 66,4 Prozent. Felsberg sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/CHE_Felsberg_COA.svg/250px-CHE_Felsberg_COA.svg.png"
3732,92.4,92.4,7.6,"Flims GR","Flims hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 92,4 Prozent. Flims sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/CHE_Flims_COA.svg/250px-CHE_Flims_COA.svg.png"
3733,71.3,71.3,28.7,"Tamins GR","In Tamins ist die Neutralitätsinitiative mit 71,3 Prozent der Stimmen angenommen worden. Tamins sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/CHE_Tamins_COA.svg/250px-CHE_Tamins_COA.svg.png"
3734,45,45,55,"Trin GR","Nein zur Neutralitätsinitiative in Trin: 55 Prozent. Sowohl Trin als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/CHE_Trin_COA.svg/250px-CHE_Trin_COA.svg.png"
3746,81.3,81.3,18.7,"Zernez GR","In Zernez ist die Neutralitätsinitiative mit 81,3 Prozent der Stimmen angenommen worden. Zernez sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/CHE_Zernez_COA.svg/250px-CHE_Zernez_COA.svg.png"
3752,99.7,99.7,0.3,"Samnaun GR","In Samnaun wird die Neutralitätsinitiative mit 99,7 Prozent angenommen. Samnaun erzielt im Kanton Graubünden den höchsten Ja-Anteil zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a3/CHE_Samnaun_COA.svg/250px-CHE_Samnaun_COA.svg.png"
3762,96.9,96.9,3.1,"Scuol GR","In Scuol wird die Neutralitätsinitiative mit 96,9 Prozent angenommen. Scuol sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/10/CHE_Scuol_COA.svg/250px-CHE_Scuol_COA.svg.png"
3764,93.6,93.6,6.4,"Valsot GR","Valsot hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 93,6 Prozent. Valsot sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/CHE_Valsot_COA.svg/250px-CHE_Valsot_COA.svg.png"
3781,45.9,45.9,54.1,"Bever GR","54,1 Prozent der Stimmbürgerinnen und Stimmbürger von Bever sprechen sich gegen die Neutralitätsinitiative aus. Sowohl Bever als auch der Kanton Graubünden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/CHE_Bever_COA.svg/250px-CHE_Bever_COA.svg.png"
3782,65.2,65.2,34.8,"Celerina/Schlarigna GR","In Celerina/Schlarigna ist die Neutralitätsinitiative mit 65,2 Prozent der Stimmen angenommen worden. Celerina/Schlarigna sagt Ja zur Neutralitätsinitiative, im Kanton Graubünden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/09/CHE_Celerina-Schlarigna_COA.svg/250px-CHE_Celerina-Schlarigna_COA.svg.png"
