"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
3506,51.6,51.6,48.4,"Vaz/Obervaz GR","51,6 Prozent der Stimmbürgerinnen und Stimmbürger in Vaz/Obervaz sagen Ja zum Stimmrechtsalter 16. Übereinstimmend mit dem Kanton Graubünden stimmt Vaz/Obervaz dem Stimmrechtsalter 16 zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/CHE_Vaz-Obervaz_COA.svg/250px-CHE_Vaz-Obervaz_COA.svg.png"
3513,35.6,35.6,64.4,"Lantsch/Lenz GR","In Lantsch/Lenz wird das Stimmrechtsalter 16 mit 64,4 Prozent abgelehnt. Lantsch/Lenz lehnt das Stimmrechtsalter 16 ab, der Kanton Graubünden nimmt es an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/CHE_Lantsch-Lenz_COA.svg/250px-CHE_Lantsch-Lenz_COA.svg.png"
3514,21.1,21.1,78.9,"Schmitten GR","In Schmitten GR wird das Stimmrechtsalter 16 mit 78,9 Prozent abgelehnt. Schmitten GR lehnt das Stimmrechtsalter 16 ab, der Kanton Graubünden nimmt es an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/CHE_Schmitten_GR_COA.svg/250px-CHE_Schmitten_GR_COA.svg.png"
3542,24.9,24.9,75.1,"Albula/Alvra GR","In Albula/Alvra findet das Stimmrechtsalter 16 mit 75,1 Prozent keine Mehrheit. Albula/Alvra lehnt das Stimmrechtsalter 16 ab, der Kanton Graubünden nimmt es an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/CHE_Albula-Alvra_COA.svg/250px-CHE_Albula-Alvra_COA.svg.png"
3543,76.8,76.8,23.2,"Surses GR","76,8 Prozent der Stimmbürgerinnen und Stimmbürger in Surses sagen Ja zum Stimmrechtsalter 16. Übereinstimmend mit dem Kanton Graubünden stimmt Surses dem Stimmrechtsalter 16 zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7e/CHE_Surses_COA.svg/250px-CHE_Surses_COA.svg.png"
3544,91.3,91.3,8.7,"Bergün Filisur GR","91,3 Prozent der Stimmbürgerinnen und Stimmbürger in Bergün Filisur sagen Ja zum Stimmrechtsalter 16. Übereinstimmend mit dem Kanton Graubünden stimmt Bergün Filisur dem Stimmrechtsalter 16 zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/77/CHE_Berg%C3%BCn_Filisur_COA.svg/250px-CHE_Berg%C3%BCn_Filisur_COA.svg.png"
3551,74.2,74.2,25.8,"Brusio GR","In Brusio erhält das Stimmrechtsalter 16 74,2 Prozent Zustimmung. Übereinstimmend mit dem Kanton Graubünden stimmt Brusio dem Stimmrechtsalter 16 zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d9/CHE_Brusio_COA.svg/250px-CHE_Brusio_COA.svg.png"
3561,59.8,59.8,40.2,"Poschiavo GR","In Poschiavo wird das Stimmrechtsalter 16 mit 59,8 Prozent angenommen. Übereinstimmend mit dem Kanton Graubünden stimmt Poschiavo dem Stimmrechtsalter 16 zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/17/CHE_Poschiavo_COA.svg/250px-CHE_Poschiavo_COA.svg.png"
3572,8.3,8.3,91.7,"Falera GR","Falera hat das Stimmrechtsalter 16 mit 91,7 Prozent Nein-Stimmen verworfen. Falera lehnt das Stimmrechtsalter 16 ab, der Kanton Graubünden nimmt es an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c0/CHE_Falera_COA.svg/250px-CHE_Falera_COA.svg.png"
3575,52.7,52.7,47.3,"Laax GR","In Laax erhält das Stimmrechtsalter 16 52,7 Prozent Zustimmung. Übereinstimmend mit dem Kanton Graubünden stimmt Laax dem Stimmrechtsalter 16 zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/CHE_Laax_COA.svg/250px-CHE_Laax_COA.svg.png"
