"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
2901,27.5,27.5,72.5,"Gächlingen SH","In Gächlingen ist die Neutralitätsinitiative mit 72,5 Prozent der Stimmen gescheitert. Abweichung: Gächlingen verwirft die Neutralitätsinitiative, der Kanton Schaffhausen stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/01/CHE_G%C3%A4chlingen_COA.svg/250px-CHE_G%C3%A4chlingen_COA.svg.png"
2903,78.9,78.9,21.1,"Löhningen SH","In Löhningen wird die Neutralitätsinitiative mit 78,9 Prozent angenommen. Löhningen sagt wie der Kanton Schaffhausen Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/19/CHE_L%C3%B6hningen_COA.svg/500px-CHE_L%C3%B6hningen_COA.svg.png"
2904,77.5,77.5,22.5,"Neunkirch SH","Neunkirch hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 77,5 Prozent. Neunkirch sagt wie der Kanton Schaffhausen Ja zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/e/e9/Wappen_Neunkirch.png"
2914,8.1,8.1,91.9,"Büttenhardt SH","91,9 Prozent der Stimmbürgerinnen und Stimmbürger von Büttenhardt haben die Neutralitätsinitiative abgelehnt. Büttenhardt verzeichnet im Kanton Schaffhausen den höchsten Nein-Anteil zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/8/88/Wappen_B%C3%BCttenhardt.png"
2915,53.6,53.6,46.4,"Dörflingen SH","In Dörflingen wird die Neutralitätsinitiative mit 53,6 Prozent angenommen. Dörflingen sagt wie der Kanton Schaffhausen Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/82/D%C3%B6rflingen-blazon.svg/250px-D%C3%B6rflingen-blazon.svg.png"
2917,78.6,78.6,21.4,"Lohn SH","Ja zur Neutralitätsinitiative in Lohn SH: 78,6 Prozent. Lohn SH sagt wie der Kanton Schaffhausen Ja zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/5/5a/Wappen_Lohn.png"
2919,45.3,45.3,54.7,"Stetten SH","Nein zur Neutralitätsinitiative in Stetten SH: 54,7 Prozent. Abweichung: Stetten SH verwirft die Neutralitätsinitiative, der Kanton Schaffhausen stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/Stetten_SH-blazon.svg/250px-Stetten_SH-blazon.svg.png"
2920,42.6,42.6,57.4,"Thayngen SH","Mit 57,4 Prozent wird die Neutralitätsinitiative in Thayngen verworfen. Abweichung: Thayngen verwirft die Neutralitätsinitiative, der Kanton Schaffhausen stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/40/Thayngen_Wappen.svg/500px-Thayngen_Wappen.svg.png"
2931,57.4,57.4,42.6,"Bargen SH","Die Neutralitätsinitiative erreicht in Bargen SH 57,4 Prozent Ja-Stimmen. Bargen SH sagt wie der Kanton Schaffhausen Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/CHE_Bargen_SH_COA.svg/500px-CHE_Bargen_SH_COA.svg.png"
2932,26,26,74,"Beringen SH","In Beringen ist die Neutralitätsinitiative mit 74 Prozent der Stimmen gescheitert. Abweichung: Beringen verwirft die Neutralitätsinitiative, der Kanton Schaffhausen stimmt zu.","https://upload.wikimedia.org/wikipedia/commons/f/f2/Wappen_Beringen.png"
2933,51.5,51.5,48.5,"Buchberg SH","Buchberg stimmt der Neutralitätsinitiative mit 51,5 Prozent zu. Buchberg sagt wie der Kanton Schaffhausen Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/Buchberg-blazon.svg/250px-Buchberg-blazon.svg.png"
2936,89.5,89.5,10.5,"Merishausen SH","Mit 89,5 Prozent befürworten die Stimmberechtigten von Merishausen die Neutralitätsinitiative. Merishausen erzielt im Kanton Schaffhausen den höchsten Ja-Anteil zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/67/Merishausen-blazon.svg/250px-Merishausen-blazon.svg.png"
2937,51.8,51.8,48.2,"Neuhausen am Rheinfall SH","Ja zur Neutralitätsinitiative in Neuhausen am Rheinfall: 51,8 Prozent. Neuhausen am Rheinfall sagt wie der Kanton Schaffhausen Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/18/Neuhausen_am_Rheinfall-coat_of_arms.svg/500px-Neuhausen_am_Rheinfall-coat_of_arms.svg.png"
2938,50.2,50.2,49.8,"Rüdlingen SH","Rüdlingen hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 50,2 Prozent. Rüdlingen sagt wie der Kanton Schaffhausen Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/R%C3%BCdlingen-blazon.svg/250px-R%C3%BCdlingen-blazon.svg.png"
2939,36.2,36.2,63.8,"Schaffhausen SH","63,8 Prozent der Stimmbürgerinnen und Stimmbürger von Schaffhausen haben die Neutralitätsinitiative abgelehnt. Abweichung: Schaffhausen verwirft die Neutralitätsinitiative, der Kanton Schaffhausen stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/CHE_Schaffhausen_%28Stadt%29_COA.svg/500px-CHE_Schaffhausen_%28Stadt%29_COA.svg.png"
2951,38.6,38.6,61.4,"Beggingen SH","Nein zur Neutralitätsinitiative in Beggingen: 61,4 Prozent. Abweichung: Beggingen verwirft die Neutralitätsinitiative, der Kanton Schaffhausen stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cf/Beggingen-blazon.svg/250px-Beggingen-blazon.svg.png"
2952,32,32,68,"Schleitheim SH","In Schleitheim ist die Neutralitätsinitiative mit 68 Prozent der Stimmen gescheitert. Abweichung: Schleitheim verwirft die Neutralitätsinitiative, der Kanton Schaffhausen stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/aa/CHE_Schleitheim_COA.svg/500px-CHE_Schleitheim_COA.svg.png"
2953,37.5,37.5,62.5,"Siblingen SH","62,5 Prozent der Stimmbürgerinnen und Stimmbürger von Siblingen haben die Neutralitätsinitiative abgelehnt. Abweichung: Siblingen verwirft die Neutralitätsinitiative, der Kanton Schaffhausen stimmt zu.","https://upload.wikimedia.org/wikipedia/commons/5/51/Wappen_Siblingen.png"
2961,44.2,44.2,55.8,"Buch SH","Mit 55,8 Prozent wird die Neutralitätsinitiative in Buch SH verworfen. Abweichung: Buch SH verwirft die Neutralitätsinitiative, der Kanton Schaffhausen stimmt zu.","https://upload.wikimedia.org/wikipedia/commons/5/51/Wappen_Buch.png"
2962,32.4,32.4,67.6,"Hemishofen SH","67,6 Prozent der Stimmbürgerinnen und Stimmbürger von Hemishofen sprechen sich gegen die Neutralitätsinitiative aus. Abweichung: Hemishofen verwirft die Neutralitätsinitiative, der Kanton Schaffhausen stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/Hemishofen-blazon.svg/250px-Hemishofen-blazon.svg.png"
2963,53.4,53.4,46.6,"Ramsen SH","Ramsen stimmt der Neutralitätsinitiative mit 53,4 Prozent zu. Ramsen sagt wie der Kanton Schaffhausen Ja zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/c/c3/Wappen_Ramsen.png"
2964,78.1,78.1,21.9,"Stein am Rhein SH","In Stein am Rhein ist die Neutralitätsinitiative mit 78,1 Prozent der Stimmen angenommen worden. Stein am Rhein sagt wie der Kanton Schaffhausen Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/Stein_am_Rhein-coat_of_arms.svg/500px-Stein_am_Rhein-coat_of_arms.svg.png"
2971,51.4,51.4,48.6,"Hallau SH","Die Neutralitätsinitiative erreicht in Hallau 51,4 Prozent Ja-Stimmen. Hallau sagt wie der Kanton Schaffhausen Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/89/Hallau-blazon.svg/250px-Hallau-blazon.svg.png"
2972,18.3,18.3,81.7,"Oberhallau SH","In Oberhallau ist die Neutralitätsinitiative mit 81,7 Prozent der Stimmen gescheitert. Abweichung: Oberhallau verwirft die Neutralitätsinitiative, der Kanton Schaffhausen stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/Oberhallau-blazon.svg/250px-Oberhallau-blazon.svg.png"
2973,46,46,54,"Trasadingen SH","Nein zur Neutralitätsinitiative in Trasadingen: 54 Prozent. Abweichung: Trasadingen verwirft die Neutralitätsinitiative, der Kanton Schaffhausen stimmt zu.","https://upload.wikimedia.org/wikipedia/commons/0/03/Wappen_Trasadingen.png"
