"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
1701,0.9,0.9,99.1,"Baar ZG","Nein zur Neutralitätsinitiative in Baar: 99,1 Prozent. Baar verzeichnet im Kanton Zug den höchsten Nein-Anteil zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a1/CHE_Baar_COA.svg/500px-CHE_Baar_COA.svg.png"
1702,46,46,54,"Cham ZG","54 Prozent der Stimmbürgerinnen und Stimmbürger von Cham haben die Neutralitätsinitiative abgelehnt. Abweichung: Cham verwirft die Neutralitätsinitiative, der Kanton Zug stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f9/CHE_Cham_ZG_COA.svg/500px-CHE_Cham_ZG_COA.svg.png"
1703,39.9,39.9,60.1,"Hünenberg ZG","Mit 60,1 Prozent wird die Neutralitätsinitiative in Hünenberg verworfen. Abweichung: Hünenberg verwirft die Neutralitätsinitiative, der Kanton Zug stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cd/CHE_H%C3%BCnenberg_COA.svg/500px-CHE_H%C3%BCnenberg_COA.svg.png"
1704,34.1,34.1,65.9,"Menzingen ZG","Nein zur Neutralitätsinitiative in Menzingen: 65,9 Prozent. Abweichung: Menzingen verwirft die Neutralitätsinitiative, der Kanton Zug stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a6/CHE_Menzingen_COA.svg/500px-CHE_Menzingen_COA.svg.png"
1705,91.9,91.9,8.1,"Neuheim ZG","In Neuheim wird die Neutralitätsinitiative mit 91,9 Prozent angenommen. Neuheim erzielt im Kanton Zug den höchsten Ja-Anteil zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ee/CHE_Neuheim_COA.svg/500px-CHE_Neuheim_COA.svg.png"
1706,50.4,50.4,49.6,"Oberägeri ZG","Oberägeri stimmt der Neutralitätsinitiative mit 50,4 Prozent zu. Oberägeri sagt wie der Kanton Zug Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bb/Ober%C3%A4geri_Wappen.svg/330px-Ober%C3%A4geri_Wappen.svg.png"
1707,42.8,42.8,57.2,"Risch ZG","57,2 Prozent der Stimmbürgerinnen und Stimmbürger von Risch sprechen sich gegen die Neutralitätsinitiative aus. Abweichung: Risch verwirft die Neutralitätsinitiative, der Kanton Zug stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/56/Wappen_Risch_Rotkreuz.svg/500px-Wappen_Risch_Rotkreuz.svg.png"
1708,60.8,60.8,39.2,"Steinhausen ZG","Steinhausen stimmt der Neutralitätsinitiative mit 60,8 Prozent zu. Steinhausen sagt wie der Kanton Zug Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1f/Steinhausen_Wappen.svg/330px-Steinhausen_Wappen.svg.png"
1709,63.9,63.9,36.1,"Unterägeri ZG","Unterägeri hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 63,9 Prozent. Unterägeri sagt wie der Kanton Zug Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/38/CHE_Unter%C3%A4geri_COA.svg/500px-CHE_Unter%C3%A4geri_COA.svg.png"
1710,53.3,53.3,46.7,"Walchwil ZG","Walchwil stimmt der Neutralitätsinitiative mit 53,3 Prozent zu. Walchwil sagt wie der Kanton Zug Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/70/CHE_Walchwil_COA.svg/960px-CHE_Walchwil_COA.svg.png"
1711,58.5,58.5,41.5,"Zug ZG","In Zug wird die Neutralitätsinitiative mit 58,5 Prozent angenommen. Zug sagt wie der Kanton Zug Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/67/CHE_Zug_ZG_COA.svg/500px-CHE_Zug_ZG_COA.svg.png"
