"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
2401,16.2,16.2,83.8,"Egerkingen SO","Nein zur Ernährungsinitiative in Egerkingen: 83,8 Prozent. Sowohl Egerkingen als auch der Kanton Solothurn verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/Egerkingen-blazon.svg/250px-Egerkingen-blazon.svg.png"
2402,85.7,85.7,14.3,"Härkingen SO","In Härkingen wird die Ernährungsinitiative mit 85,7 Prozent angenommen. Härkingen sagt Ja zur Ernährungsinitiative, im Kanton Solothurn überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7f/CHE_H%C3%A4rkingen_COA.svg/960px-CHE_H%C3%A4rkingen_COA.svg.png"
2403,79.9,79.9,20.1,"Kestenholz SO","79,9 Prozent der Stimmbürgerinnen und Stimmbürger in Kestenholz sagen Ja zur Ernährungsinitiative. Kestenholz sagt Ja zur Ernährungsinitiative, im Kanton Solothurn überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/CHE_Kestenholz_COA.svg/960px-CHE_Kestenholz_COA.svg.png"
2404,62,62,38,"Neuendorf SO","Neuendorf hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 62 Prozent. Neuendorf sagt Ja zur Ernährungsinitiative, im Kanton Solothurn überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d8/Neuendorf_SO-blazon.svg/250px-Neuendorf_SO-blazon.svg.png"
2405,41.9,41.9,58.1,"Niederbuchsiten SO","In Niederbuchsiten hat die Ernährungsinitiative keine Mehrheit gefunden: 58,1 Prozent lehnen die Vorlage ab. Sowohl Niederbuchsiten als auch der Kanton Solothurn verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/Niederbuchsiten-blazon.svg/250px-Niederbuchsiten-blazon.svg.png"
2406,87.7,87.7,12.3,"Oberbuchsiten SO","In Oberbuchsiten ist die Ernährungsinitiative mit 87,7 Prozent der Stimmen angenommen worden. Oberbuchsiten sagt Ja zur Ernährungsinitiative, im Kanton Solothurn überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b8/Oberbuchsiten-blazon.svg/250px-Oberbuchsiten-blazon.svg.png"
2407,81.3,81.3,18.7,"Oensingen SO","Oensingen hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 81,3 Prozent. Oensingen sagt Ja zur Ernährungsinitiative, im Kanton Solothurn überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fc/Oensingen-blazon.svg/250px-Oensingen-blazon.svg.png"
2408,95.8,95.8,4.2,"Wolfwil SO","Die Ernährungsinitiative ist in Wolfwil mit 95,8 Prozent der Stimmen angenommen worden. Wolfwil sagt Ja zur Ernährungsinitiative, im Kanton Solothurn überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8d/Wolfwil-blason.svg/960px-Wolfwil-blason.svg.png"
2421,60.5,60.5,39.5,"Aedermannsdorf SO","Aedermannsdorf hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 60,5 Prozent. Aedermannsdorf sagt Ja zur Ernährungsinitiative, im Kanton Solothurn überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/28/Aedermannsdorf-blazon.svg/250px-Aedermannsdorf-blazon.svg.png"
2422,43.7,43.7,56.3,"Balsthal SO","In Balsthal findet die Ernährungsinitiative mit 56,3 Prozent keine Mehrheit. Sowohl Balsthal als auch der Kanton Solothurn verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c7/Balsthal-blazon.svg/250px-Balsthal-blazon.svg.png"
2424,50.4,50.4,49.6,"Herbetswil SO","50,4 Prozent der Stimmbürgerinnen und Stimmbürger in Herbetswil sagen Ja zur Ernährungsinitiative. Herbetswil sagt Ja zur Ernährungsinitiative, im Kanton Solothurn überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e8/Herbetswil-blazon.svg/250px-Herbetswil-blazon.svg.png"
2425,45.9,45.9,54.1,"Holderbank SO","In Holderbank SO wird die Ernährungsinitiative mit 54,1 Prozent abgelehnt. Sowohl Holderbank SO als auch der Kanton Solothurn verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b2/CHE_Holderbank_SO_CHE.svg/500px-CHE_Holderbank_SO_CHE.svg.png"
2426,7.8,7.8,92.2,"Laupersdorf SO","In Laupersdorf wird die Ernährungsinitiative mit 92,2 Prozent abgelehnt. Sowohl Laupersdorf als auch der Kanton Solothurn verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b1/Laupersdorf-blazon.svg/250px-Laupersdorf-blazon.svg.png"
2427,57,57,43,"Matzendorf SO","Matzendorf hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 57 Prozent. Matzendorf sagt Ja zur Ernährungsinitiative, im Kanton Solothurn überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/Matzendorf-blazon.svg/250px-Matzendorf-blazon.svg.png"
2428,44.2,44.2,55.8,"Mümliswil-Ramiswil SO","In Mümliswil-Ramiswil wird die Ernährungsinitiative mit 55,8 Prozent abgelehnt. Sowohl Mümliswil-Ramiswil als auch der Kanton Solothurn verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2c/M%C3%BCmliswilRamiswil-blazon.svg/250px-M%C3%BCmliswilRamiswil-blazon.svg.png"
2430,87.1,87.1,12.9,"Welschenrohr-Gänsbrunnen SO","87,1 Prozent der Stimmbürgerinnen und Stimmbürger in Welschenrohr-Gänsbrunnen sagen Ja zur Ernährungsinitiative. Welschenrohr-Gänsbrunnen sagt Ja zur Ernährungsinitiative, im Kanton Solothurn überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/Welschenrohr-blazon.svg/250px-Welschenrohr-blazon.svg.png"
2445,67.8,67.8,32.2,"Biezwil SO","Die Ernährungsinitiative ist in Biezwil mit 67,8 Prozent der Stimmen angenommen worden. Biezwil sagt Ja zur Ernährungsinitiative, im Kanton Solothurn überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a6/Biezwil-blazon.svg/250px-Biezwil-blazon.svg.png"
2455,41.5,41.5,58.5,"Lüterkofen-Ichertswil SO","In Lüterkofen-Ichertswil findet die Ernährungsinitiative mit 58,5 Prozent keine Mehrheit. Sowohl Lüterkofen-Ichertswil als auch der Kanton Solothurn verwerfen die Ernährungsinitiative.","https://upload.wikimedia.org/wikipedia/commons/3/3f/Lueterkofen-blason.png"
2457,44.7,44.7,55.3,"Messen SO","In Messen findet die Ernährungsinitiative mit 55,3 Prozent keine Mehrheit. Sowohl Messen als auch der Kanton Solothurn verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/Messen-blazon.svg/250px-Messen-blazon.svg.png"
2461,6.8,6.8,93.2,"Schnottwil SO","In Schnottwil hat die Ernährungsinitiative keine Mehrheit gefunden: 93,2 Prozent lehnen die Vorlage ab. Sowohl Schnottwil als auch der Kanton Solothurn verwerfen die Ernährungsinitiative.","https://upload.wikimedia.org/wikipedia/commons/4/46/Schnottwil-blason.png"
2463,5.7,5.7,94.3,"Unterramsern SO","In Unterramsern hat die Ernährungsinitiative keine Mehrheit gefunden: 94,3 Prozent lehnen die Vorlage ab. Sowohl Unterramsern als auch der Kanton Solothurn verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f9/Unterramsern-blazon.svg/250px-Unterramsern-blazon.svg.png"
2464,48,48,52,"Lüsslingen-Nennigkofen SO","Mit 52 Prozent wird die Ernährungsinitiative in Lüsslingen-Nennigkofen verworfen. Sowohl Lüsslingen-Nennigkofen als auch der Kanton Solothurn verwerfen die Ernährungsinitiative.","https://upload.wikimedia.org/wikipedia/de/6/63/GW-SO-Luesslingen-Nennigkofen.png"
