"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
3001,22.8,22.8,77.2,"Herisau AR","In Herisau hat die Ernährungsinitiative keine Mehrheit gefunden: 77,2 Prozent lehnen die Vorlage ab. Herisau lehnt die Ernährungsinitiative ab, der Kanton Appenzell Ausserrhoden nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/CHE_Herisau_COA.svg/250px-CHE_Herisau_COA.svg.png"
3002,70.5,70.5,29.5,"Hundwil AR","In Hundwil ist die Ernährungsinitiative mit 70,5 Prozent der Stimmen angenommen worden. Hundwil und der Kanton Appenzell Ausserrhoden sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/CHE_Hundwil_COA.svg/960px-CHE_Hundwil_COA.svg.png"
3003,45.5,45.5,54.5,"Schönengrund AR","In Schönengrund hat die Ernährungsinitiative keine Mehrheit gefunden: 54,5 Prozent lehnen die Vorlage ab. Schönengrund lehnt die Ernährungsinitiative ab, der Kanton Appenzell Ausserrhoden nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4c/CHE_Sch%C3%B6nengrund_COA.svg/500px-CHE_Sch%C3%B6nengrund_COA.svg.png"
3004,75.4,75.4,24.6,"Schwellbrunn AR","Die Ernährungsinitiative ist in Schwellbrunn mit 75,4 Prozent der Stimmen angenommen worden. Schwellbrunn und der Kanton Appenzell Ausserrhoden sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/Schwellbrunn-blazon.svg/250px-Schwellbrunn-blazon.svg.png"
3005,48.2,48.2,51.8,"Stein AR","In Stein AR hat die Ernährungsinitiative keine Mehrheit gefunden: 51,8 Prozent lehnen die Vorlage ab. Stein AR lehnt die Ernährungsinitiative ab, der Kanton Appenzell Ausserrhoden nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/CHE_Stein_AR_COA.svg/500px-CHE_Stein_AR_COA.svg.png"
3006,77.6,77.6,22.4,"Urnäsch AR","Die Ernährungsinitiative ist in Urnäsch mit 77,6 Prozent der Stimmen angenommen worden. Urnäsch und der Kanton Appenzell Ausserrhoden sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a1/Urn%C3%A4sch_wappen.svg/250px-Urn%C3%A4sch_wappen.svg.png"
3007,41.5,41.5,58.5,"Waldstatt AR","In Waldstatt findet die Ernährungsinitiative mit 58,5 Prozent keine Mehrheit. Waldstatt lehnt die Ernährungsinitiative ab, der Kanton Appenzell Ausserrhoden nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bb/CHE_Waldstatt_COA.svg/960px-CHE_Waldstatt_COA.svg.png"
3021,80.6,80.6,19.4,"Bühler AR","In Bühler ist die Ernährungsinitiative mit 80,6 Prozent der Stimmen angenommen worden. Im Kanton Appenzell Ausserrhoden liegt Bühler beim Ja-Anteil zur Ernährungsinitiative an der Spitze.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c2/CHE_B%C3%BChler_COA.svg/500px-CHE_B%C3%BChler_COA.svg.png"
3022,59.3,59.3,40.7,"Gais AR","Gais hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 59,3 Prozent. Gais und der Kanton Appenzell Ausserrhoden sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/CHE_Gais_COA.svg/960px-CHE_Gais_COA.svg.png"
3023,34.5,34.5,65.5,"Speicher AR","In Speicher hat die Ernährungsinitiative keine Mehrheit gefunden: 65,5 Prozent lehnen die Vorlage ab. Speicher lehnt die Ernährungsinitiative ab, der Kanton Appenzell Ausserrhoden nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/CHE_Speicher_COA.svg/960px-CHE_Speicher_COA.svg.png"
