"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
1301,36.3,36.3,63.7,"Einsiedeln SZ","In Einsiedeln hat die Ernährungsinitiative keine Mehrheit gefunden: 63,7 Prozent lehnen die Vorlage ab. Sowohl Einsiedeln als auch der Kanton Schwyz verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/56/Einsiedeln-coat_of_arms.svg/500px-Einsiedeln-coat_of_arms.svg.png"
1311,64.3,64.3,35.7,"Gersau SZ","In Gersau ist die Ernährungsinitiative mit 64,3 Prozent der Stimmen angenommen worden. Gersau sagt Ja zur Ernährungsinitiative, im Kanton Schwyz überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/11/Wappen_Gersau.svg/250px-Wappen_Gersau.svg.png"
1321,71.2,71.2,28.8,"Feusisberg SZ","In Feusisberg wird die Ernährungsinitiative mit 71,2 Prozent angenommen. Feusisberg sagt Ja zur Ernährungsinitiative, im Kanton Schwyz überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/Feusisberg-blazon.svg/250px-Feusisberg-blazon.svg.png"
1322,44.2,44.2,55.8,"Freienbach SZ","In Freienbach wird die Ernährungsinitiative mit 55,8 Prozent abgelehnt. Sowohl Freienbach als auch der Kanton Schwyz verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/34/CHE_Freienbach_SZ_COA.svg/960px-CHE_Freienbach_SZ_COA.svg.png"
1323,7.8,7.8,92.2,"Wollerau SZ","In Wollerau findet die Ernährungsinitiative mit 92,2 Prozent keine Mehrheit. Sowohl Wollerau als auch der Kanton Schwyz verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/90/CHE_Wollerau_COA.svg/250px-CHE_Wollerau_COA.svg.png"
1331,50.7,50.7,49.3,"Küssnacht SZ","In Küssnacht SZ wird die Ernährungsinitiative mit 50,7 Prozent angenommen. Küssnacht SZ sagt Ja zur Ernährungsinitiative, im Kanton Schwyz überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ea/CHE_K%C3%BCssnacht_COA.svg/500px-CHE_K%C3%BCssnacht_COA.svg.png"
1341,54.3,54.3,45.7,"Altendorf SZ","Die Ernährungsinitiative ist in Altendorf mit 54,3 Prozent der Stimmen angenommen worden. Altendorf sagt Ja zur Ernährungsinitiative, im Kanton Schwyz überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/de/thumb/e/e3/Wappen_Altendorf_SZ.svg/960px-Wappen_Altendorf_SZ.svg.png"
1342,67.8,67.8,32.2,"Galgenen SZ","Die Ernährungsinitiative ist in Galgenen mit 67,8 Prozent der Stimmen angenommen worden. Galgenen sagt Ja zur Ernährungsinitiative, im Kanton Schwyz überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/99/CHE_Galgenen_COA.svg/500px-CHE_Galgenen_COA.svg.png"
1343,65.5,65.5,34.5,"Innerthal SZ","In Innerthal wird die Ernährungsinitiative mit 65,5 Prozent angenommen. Innerthal sagt Ja zur Ernährungsinitiative, im Kanton Schwyz überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1b/Innerthal-blazon.svg/250px-Innerthal-blazon.svg.png"
1344,68.9,68.9,31.1,"Lachen SZ","Die Ernährungsinitiative ist in Lachen mit 68,9 Prozent der Stimmen angenommen worden. Lachen sagt Ja zur Ernährungsinitiative, im Kanton Schwyz überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/de/thumb/5/55/Wappen_Lachen_SZ.svg/500px-Wappen_Lachen_SZ.svg.png"
