"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr","link_wappen"
301,50.5,50.5,49.5,"Aarberg (BE)","Le projet de l'initiative sur la formation a été accepté à Aarberg avec 50,5 pour cent des voix. Tout comme le canton, Aarberg approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/be/CHE_Aarberg_BE_COA.svg/500px-CHE_Aarberg_BE_COA.svg.png"
302,60.4,60.4,39.6,"Bargen (BE)","A Bargen (BE), l'initiative sur la formation récolte 60,4 pour cent d'approbation. Tout comme le canton, Bargen (BE) approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/77/CHE_Bargen_BE_COA.svg/500px-CHE_Bargen_BE_COA.svg.png"
303,54.7,54.7,45.3,"Grossaffoltern (BE)","A Grossaffoltern, l'initiative sur la formation récolte 54,7 pour cent d'approbation. Tout comme le canton, Grossaffoltern approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/23/CHE_Grossaffoltern_BE_COA.svg/500px-CHE_Grossaffoltern_BE_COA.svg.png"
304,29,29,71,"Kallnach (BE)","Non à l'initiative sur la formation à Kallnach: 71 pour cent. Kallnach rejette l'initiative sur la formation, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/17/CHE_Kallnach_COA.svg/500px-CHE_Kallnach_COA.svg.png"
305,40.2,40.2,59.8,"Kappelen (BE)","A Kappelen, l'initiative sur la formation ne réunit pas de majorité, avec 59,8 pour cent de non. Kappelen rejette l'initiative sur la formation, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/72/CHE_Kappelen_BE_COA.svg/500px-CHE_Kappelen_BE_COA.svg.png"
306,58.6,58.6,41.4,"Lyss (BE)","Avec 58,6 pour cent de oui, une majorité des électeurs de Lyss a accepté l'initiative sur la formation. Tout comme le canton, Lyss approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/88/CHE_Lyss_COA.svg/500px-CHE_Lyss_COA.svg.png"
307,26.1,26.1,73.9,"Meikirch (BE)","A Meikirch, l'initiative sur la formation n'a pas trouvé de majorité: 73,9 pour cent rejettent le texte. Meikirch rejette l'initiative sur la formation, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f0/CHE_Meikirch_COA.svg/500px-CHE_Meikirch_COA.svg.png"
309,73,73,27,"Radelfingen (BE)","Avec 73 pour cent de oui, une majorité des électeurs de Radelfingen a accepté l'initiative sur la formation. Tout comme le canton, Radelfingen approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/05/CHE_Radelfingen_BE_COA.svg/500px-CHE_Radelfingen_BE_COA.svg.png"
310,45.6,45.6,54.4,"Rapperswil (BE)","Non à l'initiative sur la formation à Rapperswil (BE): 54,4 pour cent. Rapperswil (BE) rejette l'initiative sur la formation, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/CHE_Rapperswil_BE_official_COA.svg/500px-CHE_Rapperswil_BE_official_COA.svg.png"
311,79.8,79.8,20.2,"Schüpfen (BE)","A Schüpfen, l'initiative sur la formation récolte 79,8 pour cent d'approbation. Tout comme le canton, Schüpfen approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/CHE_Sch%C3%BCpfen_BE_COA.svg/500px-CHE_Sch%C3%BCpfen_BE_COA.svg.png"
312,96.7,96.7,3.3,"Seedorf (BE)","Le projet de l'initiative sur la formation a été accepté à Seedorf (BE) avec 96,7 pour cent des voix. Tout comme le canton, Seedorf (BE) approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7a/CHE_Seedorf_BE_COA.svg/960px-CHE_Seedorf_BE_COA.svg.png"
321,32.3,32.3,67.7,"Aarwangen (BE)","A Aarwangen, l'initiative sur la formation n'a pas trouvé de majorité: 67,7 pour cent rejettent le texte. Aarwangen rejette l'initiative sur la formation, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dd/CHE_Aarwangen_COA.svg/960px-CHE_Aarwangen_COA.svg.png"
322,42.6,42.6,57.4,"Auswil (BE)","Non à l'initiative sur la formation à Auswil: 57,4 pour cent. Auswil rejette l'initiative sur la formation, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/CHE_Auswil_COA.svg/960px-CHE_Auswil_COA.svg.png"
323,78.5,78.5,21.5,"Bannwil (BE)","Le projet de l'initiative sur la formation a été accepté à Bannwil avec 78,5 pour cent des voix. Tout comme le canton, Bannwil approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/CHE_Bannwil_COA.svg/500px-CHE_Bannwil_COA.svg.png"
324,57.8,57.8,42.2,"Bleienbach (BE)","Le projet de l'initiative sur la formation a été accepté à Bleienbach avec 57,8 pour cent des voix. Tout comme le canton, Bleienbach approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/CHE_Bleienbach_COA.svg/960px-CHE_Bleienbach_COA.svg.png"
325,62.3,62.3,37.7,"Busswil bei Melchnau (BE)","A Busswil bei Melchnau, l'initiative sur la formation récolte 62,3 pour cent d'approbation. Tout comme le canton, Busswil bei Melchnau approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/CHE_Busswil_bei_Melchnau_COA.svg/500px-CHE_Busswil_bei_Melchnau_COA.svg.png"
326,68.5,68.5,31.5,"Gondiswil (BE)","Avec 68,5 pour cent de oui, une majorité des électeurs de Gondiswil a accepté l'initiative sur la formation. Tout comme le canton, Gondiswil approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f4/CHE_Gondiswil_COA.svg/960px-CHE_Gondiswil_COA.svg.png"
329,56,56,44,"Langenthal (BE)","A Langenthal, l'initiative sur la formation récolte 56 pour cent d'approbation. Tout comme le canton, Langenthal approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f2/CHE_Langenthal_COA.svg/960px-CHE_Langenthal_COA.svg.png"
331,25,25,75,"Lotzwil (BE)","A Lotzwil, l'initiative sur la formation n'a pas trouvé de majorité: 75 pour cent rejettent le texte. Lotzwil rejette l'initiative sur la formation, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/CHE_Lotzwil_COA.svg/500px-CHE_Lotzwil_COA.svg.png"
332,56.3,56.3,43.7,"Madiswil (BE)","A Madiswil, l'initiative sur la formation récolte 56,3 pour cent d'approbation. Tout comme le canton, Madiswil approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/CHE_Madiswil_COA.svg/500px-CHE_Madiswil_COA.svg.png"
333,61.2,61.2,38.8,"Melchnau (BE)","Le projet de l'initiative sur la formation a été accepté à Melchnau avec 61,2 pour cent des voix. Tout comme le canton, Melchnau approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e7/CHE_Melchnau_COA.svg/500px-CHE_Melchnau_COA.svg.png"
335,55.3,55.3,44.7,"Oeschenbach (BE)","Le projet de l'initiative sur la formation a été accepté à Oeschenbach avec 55,3 pour cent des voix. Tout comme le canton, Oeschenbach approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/CHE_Oeschenbach_COA.svg/500px-CHE_Oeschenbach_COA.svg.png"
336,11.4,11.4,88.6,"Reisiswil (BE)","A Reisiswil, l'initiative sur la formation ne réunit pas de majorité, avec 88,6 pour cent de non. Reisiswil rejette l'initiative sur la formation, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/CHE_Reisiswil_COA.svg/500px-CHE_Reisiswil_COA.svg.png"
337,52,52,48,"Roggwil (BE)","A Roggwil (BE), l'initiative sur la formation récolte 52 pour cent d'approbation. Tout comme le canton, Roggwil (BE) approuve l'initiative sur la formation.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e0/CHE_Roggwil_BE_COA.svg/500px-CHE_Roggwil_BE_COA.svg.png"
