"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
2008,56,56,44,"Châtillon FR","In Châtillon FR wird die Ernährungsinitiative mit 56 Prozent angenommen. Châtillon FR und der Kanton Freiburg sagen Ja zur Ernährungsinitiative.","https://upload.wikimedia.org/wikipedia/commons/7/71/Ch%C3%A2tillon.png"
2011,78.6,78.6,21.4,"Cugy FR","78,6 Prozent der Stimmbürgerinnen und Stimmbürger in Cugy FR sagen Ja zur Ernährungsinitiative. Cugy FR und der Kanton Freiburg sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ad/CHE_Cugy_FR_COA.svg/960px-CHE_Cugy_FR_COA.svg.png"
2022,56.6,56.6,43.4,"Gletterens FR","Gletterens hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 56,6 Prozent. Gletterens und der Kanton Freiburg sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Gletterens_COA.svg/500px-CHE_Gletterens_COA.svg.png"
2025,50.1,50.1,49.9,"Lully FR","50,1 Prozent der Stimmbürgerinnen und Stimmbürger in Lully FR sagen Ja zur Ernährungsinitiative. Lully FR und der Kanton Freiburg sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/11/CHE_Lully_FR_COA.svg/250px-CHE_Lully_FR_COA.svg.png"
2029,15.5,15.5,84.5,"Montagny FR","Nein zur Ernährungsinitiative in Montagny FR: 84,5 Prozent. Montagny FR lehnt die Ernährungsinitiative ab, der Kanton Freiburg nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/CHE_Montagny_COA.svg/960px-CHE_Montagny_COA.svg.png"
2035,84.3,84.3,15.7,"Nuvilly FR","Die Ernährungsinitiative ist in Nuvilly mit 84,3 Prozent der Stimmen angenommen worden. Nuvilly und der Kanton Freiburg sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/CHE_Nuvilly_COA.svg/250px-CHE_Nuvilly_COA.svg.png"
2038,25.3,25.3,74.7,"Prévondavaux FR","Nein zur Ernährungsinitiative in Prévondavaux: 74,7 Prozent. Prévondavaux lehnt die Ernährungsinitiative ab, der Kanton Freiburg nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/Pr%C3%A9vondavaux-coat_of_arms.svg/500px-Pr%C3%A9vondavaux-coat_of_arms.svg.png"
2041,55.2,55.2,44.8,"Saint-Aubin FR","Die Ernährungsinitiative ist in Saint-Aubin FR mit 55,2 Prozent der Stimmen angenommen worden. Saint-Aubin FR und der Kanton Freiburg sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/62/Saint-Aubin-coat_of_arms.svg/500px-Saint-Aubin-coat_of_arms.svg.png"
2043,98.7,98.7,1.3,"Sévaz FR","In Sévaz wird die Ernährungsinitiative mit 98,7 Prozent angenommen. Sévaz und der Kanton Freiburg sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/77/CHE_S%C3%A9vaz_COA.svg/960px-CHE_S%C3%A9vaz_COA.svg.png"
2044,52.5,52.5,47.5,"Surpierre FR","In Surpierre ist die Ernährungsinitiative mit 52,5 Prozent der Stimmen angenommen worden. Surpierre und der Kanton Freiburg sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/CHE_Surpierre_COA.svg/500px-CHE_Surpierre_COA.svg.png"
2045,77.2,77.2,22.8,"Vallon FR","Die Ernährungsinitiative ist in Vallon mit 77,2 Prozent der Stimmen angenommen worden. Vallon und der Kanton Freiburg sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/CHE_Vallon_COA.svg/500px-CHE_Vallon_COA.svg.png"
2050,65,65,35,"Les Montets FR","In Les Montets ist die Ernährungsinitiative mit 65 Prozent der Stimmen angenommen worden. Les Montets und der Kanton Freiburg sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/33/CHE_Les_Montets_COA.svg/250px-CHE_Les_Montets_COA.svg.png"
2051,76,76,24,"Delley-Portalban FR","Delley-Portalban hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 76 Prozent. Delley-Portalban und der Kanton Freiburg sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/68/CHE_Delley-Portalban_COA.svg/500px-CHE_Delley-Portalban_COA.svg.png"
2053,97.4,97.4,2.6,"Belmont-Broye FR","97,4 Prozent der Stimmbürgerinnen und Stimmbürger in Belmont-Broye sagen Ja zur Ernährungsinitiative. Belmont-Broye und der Kanton Freiburg sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7f/CHE_Belmont-Broye_COA.svg/500px-CHE_Belmont-Broye_COA.svg.png"
2054,78.7,78.7,21.3,"Estavayer FR","Estavayer hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 78,7 Prozent. Estavayer und der Kanton Freiburg sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/94/CHE_Estavayer_COA.svg/250px-CHE_Estavayer_COA.svg.png"
2055,89.2,89.2,10.8,"Cheyres-Châbles FR","In Cheyres-Châbles ist die Ernährungsinitiative mit 89,2 Prozent der Stimmen angenommen worden. Cheyres-Châbles und der Kanton Freiburg sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bc/CHE_Cheyres-Ch%C3%A2bles_COA.svg/250px-CHE_Cheyres-Ch%C3%A2bles_COA.svg.png"
2056,57.4,57.4,42.6,"Fétigny-Ménières FR","In Fétigny-Ménières wird die Ernährungsinitiative mit 57,4 Prozent angenommen. Fétigny-Ménières und der Kanton Freiburg sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/67/CHE_F%C3%A9tigny-M%C3%A9ni%C3%A8res_COA.svg/500px-CHE_F%C3%A9tigny-M%C3%A9ni%C3%A8res_COA.svg.png"
