"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
1001,76.4,76.4,23.6,"Doppleschwand LU","Mit 76,4 Prozent befürworten die Stimmberechtigten von Doppleschwand die Neutralitätsinitiative. Doppleschwand sagt wie der Kanton Luzern Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/CHE_Doppleschwand_COA.svg/960px-CHE_Doppleschwand_COA.svg.png"
1002,63.3,63.3,36.7,"Entlebuch LU","Entlebuch stimmt der Neutralitätsinitiative mit 63,3 Prozent zu. Entlebuch sagt wie der Kanton Luzern Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/CHE_Entlebuch_COA.svg/960px-CHE_Entlebuch_COA.svg.png"
1004,43.2,43.2,56.8,"Flühli LU","Mit 56,8 Prozent wird die Neutralitätsinitiative in Flühli verworfen. Abweichung: Flühli verwirft die Neutralitätsinitiative, der Kanton Luzern stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/CHE_Fluehli_COA.svg/960px-CHE_Fluehli_COA.svg.png"
1005,12.5,12.5,87.5,"Hasle LU","In Hasle LU ist die Neutralitätsinitiative mit 87,5 Prozent der Stimmen gescheitert. Abweichung: Hasle LU verwirft die Neutralitätsinitiative, der Kanton Luzern stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/CHE_Hasle_LU_COA.svg/960px-CHE_Hasle_LU_COA.svg.png"
1007,47.2,47.2,52.8,"Romoos LU","Mit 52,8 Prozent wird die Neutralitätsinitiative in Romoos verworfen. Abweichung: Romoos verwirft die Neutralitätsinitiative, der Kanton Luzern stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/CHE_Romoos_COA.svg/960px-CHE_Romoos_COA.svg.png"
1008,0.5,0.5,99.5,"Schüpfheim LU","In Schüpfheim ist die Neutralitätsinitiative mit 99,5 Prozent der Stimmen gescheitert. Schüpfheim verzeichnet im Kanton Luzern den höchsten Nein-Anteil zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/7/75/CHE_Schuepfheim_COA.png"
1009,78.4,78.4,21.6,"Werthenstein LU","Werthenstein stimmt der Neutralitätsinitiative mit 78,4 Prozent zu. Werthenstein sagt wie der Kanton Luzern Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/CHE_Werthenstein_COA.svg/960px-CHE_Werthenstein_COA.svg.png"
1010,9.3,9.3,90.7,"Escholzmatt-Marbach LU","In Escholzmatt-Marbach ist die Neutralitätsinitiative mit 90,7 Prozent der Stimmen gescheitert. Abweichung: Escholzmatt-Marbach verwirft die Neutralitätsinitiative, der Kanton Luzern stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/CHE_Escholzmatt-Marbach_COA.svg/960px-CHE_Escholzmatt-Marbach_COA.svg.png"
1021,70.6,70.6,29.4,"Aesch LU","In Aesch LU wird die Neutralitätsinitiative mit 70,6 Prozent angenommen. Aesch LU sagt wie der Kanton Luzern Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/CHE_Aesch_LU_COA.svg/960px-CHE_Aesch_LU_COA.svg.png"
1023,28.3,28.3,71.7,"Ballwil LU","In Ballwil ist die Neutralitätsinitiative mit 71,7 Prozent der Stimmen gescheitert. Abweichung: Ballwil verwirft die Neutralitätsinitiative, der Kanton Luzern stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/CHE_Ballwil_COA.svg/960px-CHE_Ballwil_COA.svg.png"
1024,46.4,46.4,53.6,"Emmen LU","Nein zur Neutralitätsinitiative in Emmen: 53,6 Prozent. Abweichung: Emmen verwirft die Neutralitätsinitiative, der Kanton Luzern stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/CHE_Emmen_COA.svg/960px-CHE_Emmen_COA.svg.png"
1025,54.7,54.7,45.3,"Ermensee LU","Ermensee stimmt der Neutralitätsinitiative mit 54,7 Prozent zu. Ermensee sagt wie der Kanton Luzern Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2d/CHE_Ermensee_COA.svg/960px-CHE_Ermensee_COA.svg.png"
1026,51.9,51.9,48.1,"Eschenbach LU","In Eschenbach LU ist die Neutralitätsinitiative mit 51,9 Prozent der Stimmen angenommen worden. Eschenbach LU sagt wie der Kanton Luzern Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4a/CHE_Eschenbach_LU_COA.svg/960px-CHE_Eschenbach_LU_COA.svg.png"
1030,72.9,72.9,27.1,"Hitzkirch LU","Ja zur Neutralitätsinitiative in Hitzkirch: 72,9 Prozent. Hitzkirch sagt wie der Kanton Luzern Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1f/Coat_of_arms_of_Hitzkirch.svg/960px-Coat_of_arms_of_Hitzkirch.svg.png"
1031,38.3,38.3,61.7,"Hochdorf LU","61,7 Prozent der Stimmbürgerinnen und Stimmbürger von Hochdorf haben die Neutralitätsinitiative abgelehnt. Abweichung: Hochdorf verwirft die Neutralitätsinitiative, der Kanton Luzern stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/CHE_Hochdorf_COA.svg/960px-CHE_Hochdorf_COA.svg.png"
1032,42.9,42.9,57.1,"Hohenrain LU","In Hohenrain ist die Neutralitätsinitiative mit 57,1 Prozent der Stimmen gescheitert. Abweichung: Hohenrain verwirft die Neutralitätsinitiative, der Kanton Luzern stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/62/CHE_Hohenrain_COA.svg/960px-CHE_Hohenrain_COA.svg.png"
1033,51.9,51.9,48.1,"Inwil LU","Inwil hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 51,9 Prozent. Inwil sagt wie der Kanton Luzern Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/Coat_of_arms_of_Inwil_LU.svg/960px-Coat_of_arms_of_Inwil_LU.svg.png"
1037,75,75,25,"Rain LU","Rain hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 75 Prozent. Rain sagt wie der Kanton Luzern Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fd/Coat_of_arms_of_Rain_LU.svg/960px-Coat_of_arms_of_Rain_LU.svg.png"
1039,27.8,27.8,72.2,"Römerswil LU","72,2 Prozent der Stimmbürgerinnen und Stimmbürger von Römerswil haben die Neutralitätsinitiative abgelehnt. Abweichung: Römerswil verwirft die Neutralitätsinitiative, der Kanton Luzern stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/68/CHE_R%C3%B6merswil_COA.svg/960px-CHE_R%C3%B6merswil_COA.svg.png"
1040,43.6,43.6,56.4,"Rothenburg LU","56,4 Prozent der Stimmbürgerinnen und Stimmbürger von Rothenburg sprechen sich gegen die Neutralitätsinitiative aus. Abweichung: Rothenburg verwirft die Neutralitätsinitiative, der Kanton Luzern stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ee/CHE_Rothenburg_COA.svg/960px-CHE_Rothenburg_COA.svg.png"
1041,52.9,52.9,47.1,"Schongau LU","Ja zur Neutralitätsinitiative in Schongau: 52,9 Prozent. Schongau sagt wie der Kanton Luzern Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5d/CHE_Schongau_COA.svg/960px-CHE_Schongau_COA.svg.png"
1051,13.3,13.3,86.7,"Adligenswil LU","Nein zur Neutralitätsinitiative in Adligenswil: 86,7 Prozent. Abweichung: Adligenswil verwirft die Neutralitätsinitiative, der Kanton Luzern stimmt zu.","https://upload.wikimedia.org/wikipedia/commons/b/bc/CHE_Adligenswil_COA.png"
1052,55.1,55.1,44.9,"Buchrain LU","In Buchrain wird die Neutralitätsinitiative mit 55,1 Prozent angenommen. Buchrain sagt wie der Kanton Luzern Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/CHE_Buchrain_COA.svg/960px-CHE_Buchrain_COA.svg.png"
