"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
1001,9.7,9.7,90.3,"Doppleschwand LU","Weder die Volksinitiative ""Gegen Fan-Gewalt"" (69,7 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (90,3 Prozent Nein) haben in Doppleschwand eine Mehrheit gefunden.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/CHE_Doppleschwand_COA.svg/960px-CHE_Doppleschwand_COA.svg.png"
1002,58.5,58.5,41.5,"Entlebuch LU","Die Gemeinde Entlebuch hat die Volksinitiative ""Gegen Fan-Gewalt"" mit 52,1 Prozent und den Gegenvorschlag des Regierungsrats mit 58,5 Prozent angenommen. Bei der Stichfrage sprachen sich die Stimmberechtigten mit 60,3 Prozent für den Gegenvorschlag aus.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/CHE_Entlebuch_COA.svg/960px-CHE_Entlebuch_COA.svg.png"
1004,82,82,18,"Flühli LU","63,3 Prozent der Abstimmenden in Flühli haben sich gegen die Volksinitiative ""Gegen Fan-Gewalt"" ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 82 Prozent.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/CHE_Fluehli_COA.svg/960px-CHE_Fluehli_COA.svg.png"
1005,20.8,20.8,79.2,"Hasle LU","Sowohl die Volksinitiative ""Gegen Fan-Gewalt"" (58 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (79,2 Prozent Nein) sind in Hasle LU durchgefallen.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/CHE_Hasle_LU_COA.svg/960px-CHE_Hasle_LU_COA.svg.png"
1007,83.2,83.2,16.8,"Romoos LU","64,8 Prozent der Stimmbürgerinnen und Stimmbürger von Romoos haben sich für die Volksinitiative ""Gegen Fan-Gewalt"" und 83,2 Prozent für den Gegenvorschlag des Regierungsrats ausgesprochen. Bei der Stichfrage gaben 60,5 Prozent der Initiative den Vorrang.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/CHE_Romoos_COA.svg/960px-CHE_Romoos_COA.svg.png"
1008,76.3,76.3,23.7,"Schüpfheim LU","Schüpfheim hat sich mit 50,3 Prozent gegen die Volksinitiative ""Gegen Fan-Gewalt"" ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 76,3 Prozent angenommen.","https://upload.wikimedia.org/wikipedia/commons/7/75/CHE_Schuepfheim_COA.png"
1009,55,55,45,"Werthenstein LU","Die Volksinitiative ""Gegen Fan-Gewalt"" ist in Werthenstein mit 60,2 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag des Regierungsrats überzeugte eine Mehrheit von 55 Prozent. Bei der Stichfrage haben sich die Stimmberechtigten mit 63,4 Prozent für die Initiative ausgesprochen.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/CHE_Werthenstein_COA.svg/960px-CHE_Werthenstein_COA.svg.png"
1010,26.2,26.2,73.8,"Escholzmatt-Marbach LU","Die Gemeinde Escholzmatt-Marbach hat die Volksinitiative ""Gegen Fan-Gewalt"" mit 51,2 Prozent angenommen. Der Gegenvorschlag des Regierungsrats hingegen wurde mit 73,8 Prozent abgelehnt.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/CHE_Escholzmatt-Marbach_COA.svg/960px-CHE_Escholzmatt-Marbach_COA.svg.png"
1021,45.6,45.6,54.4,"Aesch LU","Die Gemeinde Aesch LU hat die Volksinitiative ""Gegen Fan-Gewalt"" mit 80,2 Prozent angenommen. Der Gegenvorschlag des Regierungsrats hingegen wurde mit 54,4 Prozent abgelehnt.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/CHE_Aesch_LU_COA.svg/960px-CHE_Aesch_LU_COA.svg.png"
1023,15.9,15.9,84.1,"Ballwil LU","Die Gemeinde Ballwil hat die Volksinitiative ""Gegen Fan-Gewalt"" mit 94,4 Prozent angenommen. Der Gegenvorschlag des Regierungsrats hingegen wurde mit 84,1 Prozent abgelehnt.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/CHE_Ballwil_COA.svg/960px-CHE_Ballwil_COA.svg.png"
1024,23.7,23.7,76.3,"Emmen LU","Die Volksinitiative ""Gegen Fan-Gewalt"" ist in Emmen mit 50,5 Prozent der Stimmen angenommen worden. Der Gegenvorschlag des Regierungsrats hingegen wurde mit 76,3 Prozent abgelehnt.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/CHE_Emmen_COA.svg/960px-CHE_Emmen_COA.svg.png"
1025,59.4,59.4,40.6,"Ermensee LU","51,1 Prozent der Abstimmenden in Ermensee haben sich gegen die Volksinitiative ""Gegen Fan-Gewalt"" ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 59,4 Prozent.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2d/CHE_Ermensee_COA.svg/960px-CHE_Ermensee_COA.svg.png"
1026,93.2,93.2,6.8,"Eschenbach LU","63,9 Prozent der Stimmbürgerinnen und Stimmbürger von Eschenbach LU haben sich für die Volksinitiative ""Gegen Fan-Gewalt"" und 93,2 Prozent für den Gegenvorschlag des Regierungsrats ausgesprochen. Bei der Stichfrage gaben 88 Prozent der Initiative den Vorrang.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4a/CHE_Eschenbach_LU_COA.svg/960px-CHE_Eschenbach_LU_COA.svg.png"
1030,82.6,82.6,17.4,"Hitzkirch LU","Die Volksinitiative ""Gegen Fan-Gewalt"" ist in Hitzkirch mit 76,6 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag des Regierungsrats überzeugte einen Mehrheit von 82,6 Prozent. Bei der Stichfrage bevorzugten 89,3 Prozent den Gegenvorschlag.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1f/Coat_of_arms_of_Hitzkirch.svg/960px-Coat_of_arms_of_Hitzkirch.svg.png"
1031,99.9,99.9,0.1,"Hochdorf LU","Hochdorf hat sich mit 73,9 Prozent gegen die Volksinitiative ""Gegen Fan-Gewalt"" ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 99,9 Prozent angenommen.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/CHE_Hochdorf_COA.svg/960px-CHE_Hochdorf_COA.svg.png"
1032,32.3,32.3,67.7,"Hohenrain LU","Die Gemeinde Hohenrain hat die Volksinitiative ""Gegen Fan-Gewalt"" mit 61,5 Prozent angenommen. Der Gegenvorschlag des Regierungsrats hingegen wurde mit 67,7 Prozent abgelehnt.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/62/CHE_Hohenrain_COA.svg/960px-CHE_Hohenrain_COA.svg.png"
1033,48.1,48.1,51.9,"Inwil LU","Inwil hat sowohl die Volksinitiative ""Gegen Fan-Gewalt"" (61,1 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (51,9 Prozent Nein) abgelehnt.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/Coat_of_arms_of_Inwil_LU.svg/960px-Coat_of_arms_of_Inwil_LU.svg.png"
1037,54,54,46,"Rain LU","Rain hat die Volksinitiative ""Gegen Fan-Gewalt"" mit 61 Prozent und den Gegenvorschlag des Regierungsrats mit 54 Prozent angenommen. Bei der Stichfrage haben sich die Stimmberechtigten mit 76,2 Prozent für die Initiative ausgesprochen.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fd/Coat_of_arms_of_Rain_LU.svg/960px-Coat_of_arms_of_Rain_LU.svg.png"
1039,49.1,49.1,50.9,"Römerswil LU","Die Gemeinde Römerswil hat die Volksinitiative ""Gegen Fan-Gewalt"" mit 77,8 Prozent angenommen. Der Gegenvorschlag des Regierungsrats hingegen wurde mit 50,9 Prozent abgelehnt.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/68/CHE_R%C3%B6merswil_COA.svg/960px-CHE_R%C3%B6merswil_COA.svg.png"
1040,63,63,37,"Rothenburg LU","66,8 Prozent der Abstimmenden in Rothenburg haben sich gegen die Volksinitiative ""Gegen Fan-Gewalt"" ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 63 Prozent.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ee/CHE_Rothenburg_COA.svg/960px-CHE_Rothenburg_COA.svg.png"
1041,69,69,31,"Schongau LU","Schongau hat sich mit 96,3 Prozent gegen die Volksinitiative ""Gegen Fan-Gewalt"" ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 69 Prozent angenommen.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5d/CHE_Schongau_COA.svg/960px-CHE_Schongau_COA.svg.png"
1051,28.4,28.4,71.6,"Adligenswil LU","Adligenswil hat sowohl die Volksinitiative ""Gegen Fan-Gewalt"" (74,9 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (71,6 Prozent Nein) abgelehnt.","https://upload.wikimedia.org/wikipedia/commons/b/bc/CHE_Adligenswil_COA.png"
1052,47.7,47.7,52.3,"Buchrain LU","Sowohl die Volksinitiative ""Gegen Fan-Gewalt"" (78,5 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (52,3 Prozent Nein) sind in Buchrain durchgefallen.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/CHE_Buchrain_COA.svg/960px-CHE_Buchrain_COA.svg.png"
1053,42.5,42.5,57.5,"Dierikon LU","Dierikon hat sowohl die Volksinitiative ""Gegen Fan-Gewalt"" (58,5 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (57,5 Prozent Nein) abgelehnt.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Dierikon_COA.svg/960px-CHE_Dierikon_COA.svg.png"
1054,60.1,60.1,39.9,"Ebikon LU","Die Volksinitiative ""Gegen Fan-Gewalt"" ist in Ebikon mit 71,7 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag des Regierungsrats überzeugte eine Mehrheit von 60,1 Prozent. Bei der Stichfrage haben sich die Stimmberechtigten mit 72,8 Prozent für die Initiative ausgesprochen.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d9/CHE_Ebikon_COA.svg/960px-CHE_Ebikon_COA.svg.png"
1055,56.9,56.9,43.1,"Gisikon LU","50,6 Prozent der Abstimmenden in Gisikon haben sich gegen die Volksinitiative ""Gegen Fan-Gewalt"" ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 56,9 Prozent.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/CHE_Gisikon_COA.svg/960px-CHE_Gisikon_COA.svg.png"
1056,55.3,55.3,44.7,"Greppen LU","Greppen hat mit 52,6 Prozent Nein gesagt zur Volksinitiative ""Gegen Fan-Gewalt"". Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 55,3 Prozent.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9d/Coat_of_arms_of_Greppen.svg/960px-Coat_of_arms_of_Greppen.svg.png"
1058,27,27,73,"Horw LU","Horw hat sowohl die Volksinitiative ""Gegen Fan-Gewalt"" (58,9 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (73 Prozent Nein) abgelehnt.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/CHE_Horw_COA_2025.svg/960px-CHE_Horw_COA_2025.svg.png"
1059,40.8,40.8,59.2,"Kriens LU","Weder die Volksinitiative ""Gegen Fan-Gewalt"" (82,5 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (59,2 Prozent Nein) haben in Kriens eine Mehrheit gefunden.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/30/CHE_Kriens_COA.svg/960px-CHE_Kriens_COA.svg.png"
