"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
6002,82.7,82.7,17.3,"Brig-Glis VS","Die Neutralitätsinitiative erreicht in Brig-Glis 82,7 Prozent Ja-Stimmen. Brig-Glis sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/CHE_Brig-Glis_COA.svg/500px-CHE_Brig-Glis_COA.svg.png"
6004,17,17,83,"Eggerberg VS","In Eggerberg ist die Neutralitätsinitiative mit 83 Prozent der Stimmen gescheitert. Sowohl Eggerberg als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/CHE_Eggerberg_COA.svg/500px-CHE_Eggerberg_COA.svg.png"
6007,74,74,26,"Naters VS","Ja zur Neutralitätsinitiative in Naters: 74 Prozent. Naters sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Naters_COA.svg/500px-CHE_Naters_COA.svg.png"
6008,17,17,83,"Ried-Brig VS","In Ried-Brig ist die Neutralitätsinitiative mit 83 Prozent der Stimmen gescheitert. Sowohl Ried-Brig als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/03/CHE_Ried-Brig_COA.svg/500px-CHE_Ried-Brig_COA.svg.png"
6009,21.7,21.7,78.3,"Simplon VS","Mit 78,3 Prozent wird die Neutralitätsinitiative in Simplon verworfen. Sowohl Simplon als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/CHE_Simplon_COA.svg/500px-CHE_Simplon_COA.svg.png"
6010,67.1,67.1,32.9,"Termen VS","Termen hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 67,1 Prozent. Termen sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/CHE_Termen_COA.svg/500px-CHE_Termen_COA.svg.png"
6011,2.9,2.9,97.1,"Zwischbergen VS","97,1 Prozent der Stimmbürgerinnen und Stimmbürger von Zwischbergen haben die Neutralitätsinitiative abgelehnt. Sowohl Zwischbergen als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/43/CHE_Zwischbergen_COA.svg/500px-CHE_Zwischbergen_COA.svg.png"
6021,36.9,36.9,63.1,"Ardon VS","63,1 Prozent der Stimmbürgerinnen und Stimmbürger von Ardon haben die Neutralitätsinitiative abgelehnt. Sowohl Ardon als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ad/CHE_Ardon_COA.svg/500px-CHE_Ardon_COA.svg.png"
6022,44.4,44.4,55.6,"Chamoson VS","Nein zur Neutralitätsinitiative in Chamoson: 55,6 Prozent. Sowohl Chamoson als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/CHE_Chamoson_COA.svg/500px-CHE_Chamoson_COA.svg.png"
6023,1.7,1.7,98.3,"Conthey VS","In Conthey ist die Neutralitätsinitiative mit 98,3 Prozent der Stimmen gescheitert. Conthey verzeichnet im Kanton Wallis den höchsten Nein-Anteil zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/CHE_Conthey_COA.svg/500px-CHE_Conthey_COA.svg.png"
6024,4.9,4.9,95.1,"Nendaz VS","Mit 95,1 Prozent wird die Neutralitätsinitiative in Nendaz verworfen. Sowohl Nendaz als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f1/CHE_Nendaz_COA.svg/500px-CHE_Nendaz_COA.svg.png"
6025,34.3,34.3,65.7,"Vétroz VS","Nein zur Neutralitätsinitiative in Vétroz: 65,7 Prozent. Sowohl Vétroz als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/CHE_V%C3%A9troz_COA.svg/500px-CHE_V%C3%A9troz_COA.svg.png"
6032,51.1,51.1,48.9,"Bourg-Saint-Pierre VS","Bourg-Saint-Pierre stimmt der Neutralitätsinitiative mit 51,1 Prozent zu. Bourg-Saint-Pierre sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/23/CHE_Bourg-Saint-Pierre_COA.svg/500px-CHE_Bourg-Saint-Pierre_COA.svg.png"
6033,40.9,40.9,59.1,"Liddes VS","59,1 Prozent der Stimmbürgerinnen und Stimmbürger von Liddes haben die Neutralitätsinitiative abgelehnt. Sowohl Liddes als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/CHE_Liddes_COA.svg/500px-CHE_Liddes_COA.svg.png"
6034,89.7,89.7,10.3,"Orsières VS","Die Neutralitätsinitiative erreicht in Orsières 89,7 Prozent Ja-Stimmen. Orsières sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1b/CHE_Orsi%C3%A8res_COA.svg/500px-CHE_Orsi%C3%A8res_COA.svg.png"
6035,57.7,57.7,42.3,"Sembrancher VS","In Sembrancher ist die Neutralitätsinitiative mit 57,7 Prozent der Stimmen angenommen worden. Sembrancher sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/CHE_Sembrancher_COA.svg/500px-CHE_Sembrancher_COA.svg.png"
6037,43.8,43.8,56.2,"Val de Bagnes VS","In Val de Bagnes ist die Neutralitätsinitiative mit 56,2 Prozent der Stimmen gescheitert. Sowohl Val de Bagnes als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5d/CHE_Val_de_Bagnes_COA.svg/500px-CHE_Val_de_Bagnes_COA.svg.png"
6052,56.7,56.7,43.3,"Bellwald VS","In Bellwald wird die Neutralitätsinitiative mit 56,7 Prozent angenommen. Bellwald sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/CHE_Bellwald_COA.svg/500px-CHE_Bellwald_COA.svg.png"
6054,77.9,77.9,22.1,"Binn VS","Ja zur Neutralitätsinitiative in Binn: 77,9 Prozent. Binn sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/CHE_Binn_COA.svg/500px-CHE_Binn_COA.svg.png"
6056,86.6,86.6,13.4,"Ernen VS","In Ernen ist die Neutralitätsinitiative mit 86,6 Prozent der Stimmen angenommen worden. Ernen sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/90/CHE_Ernen_COA_alt.svg/500px-CHE_Ernen_COA_alt.svg.png"
6057,52.2,52.2,47.8,"Fiesch VS","In Fiesch ist die Neutralitätsinitiative mit 52,2 Prozent der Stimmen angenommen worden. Fiesch sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Fiesch_COA.svg/500px-CHE_Fiesch_COA.svg.png"
6058,24.1,24.1,75.9,"Fieschertal VS","In Fieschertal ist die Neutralitätsinitiative mit 75,9 Prozent der Stimmen gescheitert. Sowohl Fieschertal als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c1/CHE_Fieschertal_COA.svg/500px-CHE_Fieschertal_COA.svg.png"
6061,45.1,45.1,54.9,"Lax VS","In Lax ist die Neutralitätsinitiative mit 54,9 Prozent der Stimmen gescheitert. Sowohl Lax als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/03/CHE_Lax_COA.svg/500px-CHE_Lax_COA.svg.png"
6076,48.5,48.5,51.5,"Obergoms VS","51,5 Prozent der Stimmbürgerinnen und Stimmbürger von Obergoms haben die Neutralitätsinitiative abgelehnt. Sowohl Obergoms als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Obergoms_COA.svg/500px-CHE_Obergoms_COA.svg.png"
6077,52.3,52.3,47.7,"Goms VS","Ja zur Neutralitätsinitiative in Goms: 52,3 Prozent. Goms sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/aa/CHE_Goms_COA.svg/500px-CHE_Goms_COA.svg.png"
6082,92.7,92.7,7.3,"Ayent VS","Ayent stimmt der Neutralitätsinitiative mit 92,7 Prozent zu. Ayent sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/16/CHE_Ayent_COA.svg/500px-CHE_Ayent_COA.svg.png"
6083,21.2,21.2,78.8,"Evolène VS","78,8 Prozent der Stimmbürgerinnen und Stimmbürger von Evolène sprechen sich gegen die Neutralitätsinitiative aus. Sowohl Evolène als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/CHE_Evol%C3%A8ne_COA.svg/500px-CHE_Evol%C3%A8ne_COA.svg.png"
6084,9.4,9.4,90.6,"Hérémence VS","In Hérémence ist die Neutralitätsinitiative mit 90,6 Prozent der Stimmen gescheitert. Sowohl Hérémence als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/61/H%C3%A9r%C3%A9mence-blazon.svg/250px-H%C3%A9r%C3%A9mence-blazon.svg.png"
6087,56.8,56.8,43.2,"Saint-Martin VS","Ja zur Neutralitätsinitiative in Saint-Martin VS: 56,8 Prozent. Saint-Martin VS sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4a/CHE_Saint-Martin_COA.svg/500px-CHE_Saint-Martin_COA.svg.png"
6089,19.5,19.5,80.5,"Vex VS","In Vex ist die Neutralitätsinitiative mit 80,5 Prozent der Stimmen gescheitert. Sowohl Vex als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ca/Vex-blazon.svg/250px-Vex-blazon.svg.png"
6090,24.7,24.7,75.3,"Mont-Noble VS","75,3 Prozent der Stimmbürgerinnen und Stimmbürger von Mont-Noble haben die Neutralitätsinitiative abgelehnt. Sowohl Mont-Noble als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d4/CHE_Mont-Noble_COA.svg/500px-CHE_Mont-Noble_COA.svg.png"
6101,53.7,53.7,46.3,"Agarn VS","In Agarn wird die Neutralitätsinitiative mit 53,7 Prozent angenommen. Agarn sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/24/CHE_Agarn_COA.svg/500px-CHE_Agarn_COA.svg.png"
6102,23.6,23.6,76.4,"Albinen VS","In Albinen ist die Neutralitätsinitiative mit 76,4 Prozent der Stimmen gescheitert. Sowohl Albinen als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/74/CHE_Albinen_COA_alt.svg/500px-CHE_Albinen_COA_alt.svg.png"
6104,53,53,47,"Ergisch VS","In Ergisch wird die Neutralitätsinitiative mit 53 Prozent angenommen. Ergisch sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Ergisch_COA.svg/500px-CHE_Ergisch_COA.svg.png"
6109,47,47,53,"Inden VS","In Inden ist die Neutralitätsinitiative mit 53 Prozent der Stimmen gescheitert. Sowohl Inden als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/CHE_Inden_COA.svg/500px-CHE_Inden_COA.svg.png"
6110,33.4,33.4,66.6,"Leuk VS","66,6 Prozent der Stimmbürgerinnen und Stimmbürger von Leuk sprechen sich gegen die Neutralitätsinitiative aus. Sowohl Leuk als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/CHE_Leuk_COA.svg/500px-CHE_Leuk_COA.svg.png"
6111,44.9,44.9,55.1,"Leukerbad VS","55,1 Prozent der Stimmbürgerinnen und Stimmbürger von Leukerbad sprechen sich gegen die Neutralitätsinitiative aus. Sowohl Leukerbad als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/86/CHE_Leukerbad_COA.svg/500px-CHE_Leukerbad_COA.svg.png"
6112,66.5,66.5,33.5,"Oberems VS","In Oberems wird die Neutralitätsinitiative mit 66,5 Prozent angenommen. Oberems sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f1/CHE_Oberems_COA.svg/500px-CHE_Oberems_COA.svg.png"
6113,13.3,13.3,86.7,"Salgesch VS","In Salgesch ist die Neutralitätsinitiative mit 86,7 Prozent der Stimmen gescheitert. Sowohl Salgesch als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/CHE_Salgesch_COA.svg/500px-CHE_Salgesch_COA.svg.png"
6116,28.2,28.2,71.8,"Varen VS","In Varen ist die Neutralitätsinitiative mit 71,8 Prozent der Stimmen gescheitert. Sowohl Varen als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3d/CHE_Varen_COA.svg/500px-CHE_Varen_COA.svg.png"
6117,59.4,59.4,40.6,"Guttet-Feschel VS","Guttet-Feschel hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 59,4 Prozent. Guttet-Feschel sagt Ja zur Neutralitätsinitiative, im Kanton Wallis überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4f/GuttetFeschel-blazon.svg/250px-GuttetFeschel-blazon.svg.png"
6118,34.6,34.6,65.4,"Gampel-Bratsch VS","In Gampel-Bratsch ist die Neutralitätsinitiative mit 65,4 Prozent der Stimmen gescheitert. Sowohl Gampel-Bratsch als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Gampel-Bratsch_COA.svg/500px-CHE_Gampel-Bratsch_COA.svg.png"
6119,37.1,37.1,62.9,"Turtmann-Unterems VS","In Turtmann-Unterems ist die Neutralitätsinitiative mit 62,9 Prozent der Stimmen gescheitert. Sowohl Turtmann-Unterems als auch der Kanton Wallis verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a3/Wappen_Wallis_matt.svg/500px-Wappen_Wallis_matt.svg.png"
