"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
301,55,55,45,"Aarberg BE","Die Vorlage zur Bildungsinitiative ist in Aarberg mit 55 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Bern stimmt Aarberg der Bildungsinitiative zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/be/CHE_Aarberg_BE_COA.svg/500px-CHE_Aarberg_BE_COA.svg.png"
302,3.7,3.7,96.3,"Bargen BE","In Bargen BE findet die Bildungsinitiative mit 96,3 Prozent keine Mehrheit. Bargen BE lehnt die Bildungsinitiative ab, der Kanton Bern nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/77/CHE_Bargen_BE_COA.svg/500px-CHE_Bargen_BE_COA.svg.png"
303,32.5,32.5,67.5,"Grossaffoltern BE","In Grossaffoltern findet die Bildungsinitiative mit 67,5 Prozent keine Mehrheit. Grossaffoltern lehnt die Bildungsinitiative ab, der Kanton Bern nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/23/CHE_Grossaffoltern_BE_COA.svg/500px-CHE_Grossaffoltern_BE_COA.svg.png"
304,46.8,46.8,53.2,"Kallnach BE","Nein zur Bildungsinitiative in Kallnach: 53,2 Prozent. Kallnach lehnt die Bildungsinitiative ab, der Kanton Bern nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/17/CHE_Kallnach_COA.svg/500px-CHE_Kallnach_COA.svg.png"
305,35.8,35.8,64.2,"Kappelen BE","In Kappelen findet die Bildungsinitiative mit 64,2 Prozent keine Mehrheit. Kappelen lehnt die Bildungsinitiative ab, der Kanton Bern nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/72/CHE_Kappelen_BE_COA.svg/500px-CHE_Kappelen_BE_COA.svg.png"
306,64,64,36,"Lyss BE","Mit 64 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Lyss die Bildungsinitiative angenommen. Übereinstimmend mit dem Kanton Bern stimmt Lyss der Bildungsinitiative zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/88/CHE_Lyss_COA.svg/500px-CHE_Lyss_COA.svg.png"
307,61.1,61.1,38.9,"Meikirch BE","Die Vorlage zur Bildungsinitiative ist in Meikirch mit 61,1 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Bern stimmt Meikirch der Bildungsinitiative zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f0/CHE_Meikirch_COA.svg/500px-CHE_Meikirch_COA.svg.png"
309,94.4,94.4,5.6,"Radelfingen BE","Mit 94,4 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Radelfingen die Bildungsinitiative angenommen. Übereinstimmend mit dem Kanton Bern stimmt Radelfingen der Bildungsinitiative zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/05/CHE_Radelfingen_BE_COA.svg/500px-CHE_Radelfingen_BE_COA.svg.png"
310,52.4,52.4,47.6,"Rapperswil BE","Mit 52,4 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Rapperswil BE die Bildungsinitiative angenommen. Übereinstimmend mit dem Kanton Bern stimmt Rapperswil BE der Bildungsinitiative zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/CHE_Rapperswil_BE_official_COA.svg/500px-CHE_Rapperswil_BE_official_COA.svg.png"
311,57.5,57.5,42.5,"Schüpfen BE","In Schüpfen erhält die Bildungsinitiative 57,5 Prozent Zustimmung. Übereinstimmend mit dem Kanton Bern stimmt Schüpfen der Bildungsinitiative zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/CHE_Sch%C3%BCpfen_BE_COA.svg/500px-CHE_Sch%C3%BCpfen_BE_COA.svg.png"
312,51.7,51.7,48.3,"Seedorf BE","Die Vorlage zur Bildungsinitiative ist in Seedorf BE mit 51,7 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Bern stimmt Seedorf BE der Bildungsinitiative zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7a/CHE_Seedorf_BE_COA.svg/960px-CHE_Seedorf_BE_COA.svg.png"
321,1.6,1.6,98.4,"Aarwangen BE","In Aarwangen hat die Bildungsinitiative keine Mehrheit gefunden: 98,4 Prozent lehnen die Vorlage ab. Aarwangen lehnt die Bildungsinitiative ab, der Kanton Bern nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dd/CHE_Aarwangen_COA.svg/960px-CHE_Aarwangen_COA.svg.png"
322,56.9,56.9,43.1,"Auswil BE","Mit 56,9 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Auswil die Bildungsinitiative angenommen. Übereinstimmend mit dem Kanton Bern stimmt Auswil der Bildungsinitiative zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/CHE_Auswil_COA.svg/960px-CHE_Auswil_COA.svg.png"
323,74.9,74.9,25.1,"Bannwil BE","Die Vorlage zur Bildungsinitiative ist in Bannwil mit 74,9 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Bern stimmt Bannwil der Bildungsinitiative zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/CHE_Bannwil_COA.svg/500px-CHE_Bannwil_COA.svg.png"
324,16.5,16.5,83.5,"Bleienbach BE","In Bleienbach hat die Bildungsinitiative keine Mehrheit gefunden: 83,5 Prozent lehnen die Vorlage ab. Bleienbach lehnt die Bildungsinitiative ab, der Kanton Bern nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/CHE_Bleienbach_COA.svg/960px-CHE_Bleienbach_COA.svg.png"
325,20.2,20.2,79.8,"Busswil bei Melchnau BE","In Busswil bei Melchnau findet die Bildungsinitiative mit 79,8 Prozent keine Mehrheit. Busswil bei Melchnau lehnt die Bildungsinitiative ab, der Kanton Bern nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/CHE_Busswil_bei_Melchnau_COA.svg/500px-CHE_Busswil_bei_Melchnau_COA.svg.png"
326,21.3,21.3,78.7,"Gondiswil BE","Nein zur Bildungsinitiative in Gondiswil: 78,7 Prozent. Gondiswil lehnt die Bildungsinitiative ab, der Kanton Bern nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f4/CHE_Gondiswil_COA.svg/960px-CHE_Gondiswil_COA.svg.png"
329,71.4,71.4,28.6,"Langenthal BE","In Langenthal erhält die Bildungsinitiative 71,4 Prozent Zustimmung. Übereinstimmend mit dem Kanton Bern stimmt Langenthal der Bildungsinitiative zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f2/CHE_Langenthal_COA.svg/960px-CHE_Langenthal_COA.svg.png"
331,49.3,49.3,50.7,"Lotzwil BE","In Lotzwil hat die Bildungsinitiative keine Mehrheit gefunden: 50,7 Prozent lehnen die Vorlage ab. Lotzwil lehnt die Bildungsinitiative ab, der Kanton Bern nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/CHE_Lotzwil_COA.svg/500px-CHE_Lotzwil_COA.svg.png"
332,52.3,52.3,47.7,"Madiswil BE","In Madiswil erhält die Bildungsinitiative 52,3 Prozent Zustimmung. Übereinstimmend mit dem Kanton Bern stimmt Madiswil der Bildungsinitiative zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/CHE_Madiswil_COA.svg/500px-CHE_Madiswil_COA.svg.png"
333,51.3,51.3,48.7,"Melchnau BE","Die Vorlage zur Bildungsinitiative ist in Melchnau mit 51,3 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Bern stimmt Melchnau der Bildungsinitiative zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e7/CHE_Melchnau_COA.svg/500px-CHE_Melchnau_COA.svg.png"
335,94.6,94.6,5.4,"Oeschenbach BE","Die Vorlage zur Bildungsinitiative ist in Oeschenbach mit 94,6 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Bern stimmt Oeschenbach der Bildungsinitiative zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/CHE_Oeschenbach_COA.svg/500px-CHE_Oeschenbach_COA.svg.png"
