"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
3001,32.8,32.8,67.2,"Herisau AR","In Herisau ist die Neutralitätsinitiative mit 67,2 Prozent der Stimmen gescheitert. Sowohl Herisau als auch der Kanton Appenzell Ausserrhoden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/CHE_Herisau_COA.svg/250px-CHE_Herisau_COA.svg.png"
3002,58.2,58.2,41.8,"Hundwil AR","Mit 58,2 Prozent befürworten die Stimmberechtigten von Hundwil die Neutralitätsinitiative. Hundwil sagt Ja zur Neutralitätsinitiative, im Kanton Appenzell Ausserrhoden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/CHE_Hundwil_COA.svg/960px-CHE_Hundwil_COA.svg.png"
3003,42.8,42.8,57.2,"Schönengrund AR","Mit 57,2 Prozent wird die Neutralitätsinitiative in Schönengrund verworfen. Sowohl Schönengrund als auch der Kanton Appenzell Ausserrhoden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4c/CHE_Sch%C3%B6nengrund_COA.svg/500px-CHE_Sch%C3%B6nengrund_COA.svg.png"
3004,74.5,74.5,25.5,"Schwellbrunn AR","Schwellbrunn hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 74,5 Prozent. Schwellbrunn sagt Ja zur Neutralitätsinitiative, im Kanton Appenzell Ausserrhoden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/Schwellbrunn-blazon.svg/250px-Schwellbrunn-blazon.svg.png"
3005,88,88,12,"Stein AR","In Stein AR ist die Neutralitätsinitiative mit 88 Prozent der Stimmen angenommen worden. Stein AR sagt Ja zur Neutralitätsinitiative, im Kanton Appenzell Ausserrhoden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/CHE_Stein_AR_COA.svg/500px-CHE_Stein_AR_COA.svg.png"
3006,65.6,65.6,34.4,"Urnäsch AR","Urnäsch hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 65,6 Prozent. Urnäsch sagt Ja zur Neutralitätsinitiative, im Kanton Appenzell Ausserrhoden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a1/Urn%C3%A4sch_wappen.svg/250px-Urn%C3%A4sch_wappen.svg.png"
3007,62.8,62.8,37.2,"Waldstatt AR","Die Neutralitätsinitiative erreicht in Waldstatt 62,8 Prozent Ja-Stimmen. Waldstatt sagt Ja zur Neutralitätsinitiative, im Kanton Appenzell Ausserrhoden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bb/CHE_Waldstatt_COA.svg/960px-CHE_Waldstatt_COA.svg.png"
3021,47.7,47.7,52.3,"Bühler AR","52,3 Prozent der Stimmbürgerinnen und Stimmbürger von Bühler sprechen sich gegen die Neutralitätsinitiative aus. Sowohl Bühler als auch der Kanton Appenzell Ausserrhoden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c2/CHE_B%C3%BChler_COA.svg/500px-CHE_B%C3%BChler_COA.svg.png"
3022,59.3,59.3,40.7,"Gais AR","Gais stimmt der Neutralitätsinitiative mit 59,3 Prozent zu. Gais sagt Ja zur Neutralitätsinitiative, im Kanton Appenzell Ausserrhoden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/CHE_Gais_COA.svg/960px-CHE_Gais_COA.svg.png"
3023,14,14,86,"Speicher AR","86 Prozent der Stimmbürgerinnen und Stimmbürger von Speicher sprechen sich gegen die Neutralitätsinitiative aus. Speicher verzeichnet im Kanton Appenzell Ausserrhoden den höchsten Nein-Anteil zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/CHE_Speicher_COA.svg/960px-CHE_Speicher_COA.svg.png"
3024,56.1,56.1,43.9,"Teufen AR","In Teufen AR ist die Neutralitätsinitiative mit 56,1 Prozent der Stimmen angenommen worden. Teufen AR sagt Ja zur Neutralitätsinitiative, im Kanton Appenzell Ausserrhoden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/40/Teufen_wappen.svg/500px-Teufen_wappen.svg.png"
3025,43.8,43.8,56.2,"Trogen AR","56,2 Prozent der Stimmbürgerinnen und Stimmbürger von Trogen haben die Neutralitätsinitiative abgelehnt. Sowohl Trogen als auch der Kanton Appenzell Ausserrhoden verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/12/Trogen_AR_Wappen.svg/960px-Trogen_AR_Wappen.svg.png"
3031,77.5,77.5,22.5,"Grub AR","In Grub AR wird die Neutralitätsinitiative mit 77,5 Prozent angenommen. Grub AR sagt Ja zur Neutralitätsinitiative, im Kanton Appenzell Ausserrhoden überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ca/CHE_Grub_AR_COA.svg/500px-CHE_Grub_AR_COA.svg.png"
