"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
4001,66.2,66.2,33.8,"Aarau AG","Die Ernährungsinitiative ist in Aarau mit 66,2 Prozent der Stimmen angenommen worden. Aarau und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/CHE_Aarau_corporate_design_COA.svg/960px-CHE_Aarau_corporate_design_COA.svg.png"
4002,24.2,24.2,75.8,"Biberstein AG","In Biberstein wird die Ernährungsinitiative mit 75,8 Prozent abgelehnt. Biberstein lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/CHE_Biberstein_COA.svg/330px-CHE_Biberstein_COA.svg.png"
4003,37.1,37.1,62.9,"Buchs AG","In Buchs AG hat die Ernährungsinitiative keine Mehrheit gefunden: 62,9 Prozent lehnen die Vorlage ab. Buchs AG lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/16/Wappen_Buchs_AG.svg/330px-Wappen_Buchs_AG.svg.png"
4004,57.8,57.8,42.2,"Densbüren AG","Die Ernährungsinitiative ist in Densbüren mit 57,8 Prozent der Stimmen angenommen worden. Densbüren und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b2/Wappen_Densb%C3%BCren.svg/330px-Wappen_Densb%C3%BCren.svg.png"
4005,56.5,56.5,43.5,"Erlinsbach AG","In Erlinsbach AG ist die Ernährungsinitiative mit 56,5 Prozent der Stimmen angenommen worden. Erlinsbach AG und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/CHE_Erlinsbach_AG_COA.svg/330px-CHE_Erlinsbach_AG_COA.svg.png"
4006,49.1,49.1,50.9,"Gränichen AG","Mit 50,9 Prozent wird die Ernährungsinitiative in Gränichen verworfen. Gränichen lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/93/CHE_Gr%C3%A4nichen_AG_COA.svg/330px-CHE_Gr%C3%A4nichen_AG_COA.svg.png"
4007,70.1,70.1,29.9,"Hirschthal AG","Hirschthal hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 70,1 Prozent. Hirschthal und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/Wappen_Hirschthal_AG.svg/330px-Wappen_Hirschthal_AG.svg.png"
4008,59.5,59.5,40.5,"Küttigen AG","In Küttigen wird die Ernährungsinitiative mit 59,5 Prozent angenommen. Küttigen und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_K%C3%BCttigen_COA.svg/330px-CHE_K%C3%BCttigen_COA.svg.png"
4009,72,72,28,"Muhen AG","Muhen hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 72 Prozent. Muhen und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/06/Wappen_Muhen_AG.svg/330px-Wappen_Muhen_AG.svg.png"
4010,59.6,59.6,40.4,"Oberentfelden AG","59,6 Prozent der Stimmbürgerinnen und Stimmbürger in Oberentfelden sagen Ja zur Ernährungsinitiative. Oberentfelden und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/03/Wappen_Oberentfelden_AG.svg/330px-Wappen_Oberentfelden_AG.svg.png"
4012,35,35,65,"Suhr AG","In Suhr findet die Ernährungsinitiative mit 65 Prozent keine Mehrheit. Suhr lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b8/Wappen_Suhr_AG.svg/330px-Wappen_Suhr_AG.svg.png"
4013,21.4,21.4,78.6,"Unterentfelden AG","Mit 78,6 Prozent wird die Ernährungsinitiative in Unterentfelden verworfen. Unterentfelden lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0e/CHE_Unterentfelden_COA.svg/330px-CHE_Unterentfelden_COA.svg.png"
4021,71.1,71.1,28.9,"Baden AG","71,1 Prozent der Stimmbürgerinnen und Stimmbürger in Baden sagen Ja zur Ernährungsinitiative. Baden und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/91/CHE_Baden_AG_COA.svg/500px-CHE_Baden_AG_COA.svg.png"
4022,43.5,43.5,56.5,"Bellikon AG","In Bellikon hat die Ernährungsinitiative keine Mehrheit gefunden: 56,5 Prozent lehnen die Vorlage ab. Bellikon lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/CHE_Bellikon_COA.svg/330px-CHE_Bellikon_COA.svg.png"
4023,49.7,49.7,50.3,"Bergdietikon AG","Nein zur Ernährungsinitiative in Bergdietikon: 50,3 Prozent. Bergdietikon lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/CHE_Bergdietikon_COA.svg/330px-CHE_Bergdietikon_COA.svg.png"
4024,46.2,46.2,53.8,"Birmenstorf AG","In Birmenstorf AG hat die Ernährungsinitiative keine Mehrheit gefunden: 53,8 Prozent lehnen die Vorlage ab. Birmenstorf AG lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/be/CHE_Birmenstorf_COA.svg/330px-CHE_Birmenstorf_COA.svg.png"
4026,26.4,26.4,73.6,"Ennetbaden AG","In Ennetbaden wird die Ernährungsinitiative mit 73,6 Prozent abgelehnt. Ennetbaden lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6d/CHE_Ennetbaden_COA.svg/500px-CHE_Ennetbaden_COA.svg.png"
4027,46.1,46.1,53.9,"Fislisbach AG","In Fislisbach hat die Ernährungsinitiative keine Mehrheit gefunden: 53,9 Prozent lehnen die Vorlage ab. Fislisbach lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c3/CHE_Fislisbach_COA.svg/960px-CHE_Fislisbach_COA.svg.png"
4028,43.5,43.5,56.5,"Freienwil AG","In Freienwil wird die Ernährungsinitiative mit 56,5 Prozent abgelehnt. Freienwil lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/95/Wappen_Freienwil.svg/330px-Wappen_Freienwil.svg.png"
4029,54.8,54.8,45.2,"Gebenstorf AG","In Gebenstorf wird die Ernährungsinitiative mit 54,8 Prozent angenommen. Gebenstorf und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/Wappen_Gebenstorf_AG.svg/330px-Wappen_Gebenstorf_AG.svg.png"
4030,48.6,48.6,51.4,"Killwangen AG","In Killwangen hat die Ernährungsinitiative keine Mehrheit gefunden: 51,4 Prozent lehnen die Vorlage ab. Killwangen lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e3/CHE_Killwangen_COA.svg/960px-CHE_Killwangen_COA.svg.png"
4031,4.3,4.3,95.7,"Künten AG","In Künten hat die Ernährungsinitiative keine Mehrheit gefunden: 95,7 Prozent lehnen die Vorlage ab. Künten lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9f/Wappen_K%C3%BCnten_AG.svg/330px-Wappen_K%C3%BCnten_AG.svg.png"
4032,5.9,5.9,94.1,"Mägenwil AG","In Mägenwil hat die Ernährungsinitiative keine Mehrheit gefunden: 94,1 Prozent lehnen die Vorlage ab. Mägenwil lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/ba/Wappen_M%C3%A4genwil_AG.svg/330px-Wappen_M%C3%A4genwil_AG.svg.png"
4033,92.5,92.5,7.5,"Mellingen AG","In Mellingen ist die Ernährungsinitiative mit 92,5 Prozent der Stimmen angenommen worden. Mellingen und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cb/Wappen_Mellingen_AG.svg/330px-Wappen_Mellingen_AG.svg.png"
4034,71.1,71.1,28.9,"Neuenhof AG","In Neuenhof ist die Ernährungsinitiative mit 71,1 Prozent der Stimmen angenommen worden. Neuenhof und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/ff/CHE_Neuenhof_COA.svg/330px-CHE_Neuenhof_COA.svg.png"
4035,45.7,45.7,54.3,"Niederrohrdorf AG","In Niederrohrdorf hat die Ernährungsinitiative keine Mehrheit gefunden: 54,3 Prozent lehnen die Vorlage ab. Niederrohrdorf lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c3/Wappen_Niederrohrdorf_AG.svg/330px-Wappen_Niederrohrdorf_AG.svg.png"
4037,52.9,52.9,47.1,"Oberrohrdorf AG","Oberrohrdorf hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 52,9 Prozent. Oberrohrdorf und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/Wappen_Oberrohrdorf_AG.svg/330px-Wappen_Oberrohrdorf_AG.svg.png"
4038,18.3,18.3,81.7,"Obersiggenthal AG","In Obersiggenthal hat die Ernährungsinitiative keine Mehrheit gefunden: 81,7 Prozent lehnen die Vorlage ab. Obersiggenthal lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/Wappen_Obersiggenthal_AG.svg/330px-Wappen_Obersiggenthal_AG.svg.png"
4039,31,31,69,"Remetschwil AG","In Remetschwil findet die Ernährungsinitiative mit 69 Prozent keine Mehrheit. Remetschwil lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/88/CHE_Remetschwil_COA.svg/330px-CHE_Remetschwil_COA.svg.png"
4040,37.3,37.3,62.7,"Spreitenbach AG","In Spreitenbach findet die Ernährungsinitiative mit 62,7 Prozent keine Mehrheit. Spreitenbach lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/56/CHE_Spreitenbach_COA.svg/330px-CHE_Spreitenbach_COA.svg.png"
4041,96.1,96.1,3.9,"Stetten AG","96,1 Prozent der Stimmbürgerinnen und Stimmbürger in Stetten AG sagen Ja zur Ernährungsinitiative. Stetten AG und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/CHE_Stetten_AG_COA.svg/960px-CHE_Stetten_AG_COA.svg.png"
4044,63.8,63.8,36.2,"Untersiggenthal AG","In Untersiggenthal ist die Ernährungsinitiative mit 63,8 Prozent der Stimmen angenommen worden. Untersiggenthal und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a3/Wappen_Untersiggenthal_AG.svg/330px-Wappen_Untersiggenthal_AG.svg.png"
4045,30.2,30.2,69.8,"Wettingen AG","In Wettingen hat die Ernährungsinitiative keine Mehrheit gefunden: 69,8 Prozent lehnen die Vorlage ab. Wettingen lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/00/Wappen_Wettingen_AG.svg/330px-Wappen_Wettingen_AG.svg.png"
4046,43.9,43.9,56.1,"Wohlenschwil AG","Mit 56,1 Prozent wird die Ernährungsinitiative in Wohlenschwil verworfen. Wohlenschwil lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/18/CHE_Wohlenschwil_COA.svg/330px-CHE_Wohlenschwil_COA.svg.png"
4047,69.8,69.8,30.2,"Würenlingen AG","In Würenlingen wird die Ernährungsinitiative mit 69,8 Prozent angenommen. Würenlingen und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/CHE_W%C3%BCrenlingen_COA.svg/330px-CHE_W%C3%BCrenlingen_COA.svg.png"
4048,14.6,14.6,85.4,"Würenlos AG","In Würenlos findet die Ernährungsinitiative mit 85,4 Prozent keine Mehrheit. Würenlos lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8d/CHE_W%C3%BCrenlos_COA.svg/330px-CHE_W%C3%BCrenlos_COA.svg.png"
4049,73.4,73.4,26.6,"Ehrendingen AG","In Ehrendingen wird die Ernährungsinitiative mit 73,4 Prozent angenommen. Ehrendingen und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/Wappen_Ehrendingen.svg/960px-Wappen_Ehrendingen.svg.png"
4061,12.7,12.7,87.3,"Arni AG","In Arni AG findet die Ernährungsinitiative mit 87,3 Prozent keine Mehrheit. Arni AG lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a1/CHE_Arni_AG_COA.svg/330px-CHE_Arni_AG_COA.svg.png"
4062,79.8,79.8,20.2,"Berikon AG","In Berikon wird die Ernährungsinitiative mit 79,8 Prozent angenommen. Berikon und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/09/CHE_Berikon_COA.svg/330px-CHE_Berikon_COA.svg.png"
4063,50.9,50.9,49.1,"Bremgarten AG","Bremgarten AG hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 50,9 Prozent. Bremgarten AG und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/CHE_Bremgarten_AG_COA.svg/330px-CHE_Bremgarten_AG_COA.svg.png"
4064,50.2,50.2,49.8,"Büttikon AG","In Büttikon wird die Ernährungsinitiative mit 50,2 Prozent angenommen. Büttikon und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/75/Wappen_B%C3%BCttikon.svg/330px-Wappen_B%C3%BCttikon.svg.png"
4065,35,35,65,"Dottikon AG","In Dottikon hat die Ernährungsinitiative keine Mehrheit gefunden: 65 Prozent lehnen die Vorlage ab. Dottikon lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/Wappen_Dottikon.svg/330px-Wappen_Dottikon.svg.png"
4066,7.6,7.6,92.4,"Eggenwil AG","In Eggenwil hat die Ernährungsinitiative keine Mehrheit gefunden: 92,4 Prozent lehnen die Vorlage ab. Eggenwil lehnt die Ernährungsinitiative ab, der Kanton Aargau nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/Wappen_Eggenwil.svg/330px-Wappen_Eggenwil.svg.png"
4067,69.1,69.1,30.9,"Fischbach-Göslikon AG","In Fischbach-Göslikon wird die Ernährungsinitiative mit 69,1 Prozent angenommen. Fischbach-Göslikon und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/CHE_Fischbach-G%C3%B6slikon_COA.svg/330px-CHE_Fischbach-G%C3%B6slikon_COA.svg.png"
4068,52.9,52.9,47.1,"Hägglingen AG","Die Ernährungsinitiative ist in Hägglingen mit 52,9 Prozent der Stimmen angenommen worden. Hägglingen und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/Wappen_H%C3%A4gglingen.svg/330px-Wappen_H%C3%A4gglingen.svg.png"
4071,71.9,71.9,28.1,"Jonen AG","In Jonen wird die Ernährungsinitiative mit 71,9 Prozent angenommen. Jonen und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/99/Wappen_Jonen_AG.svg/330px-Wappen_Jonen_AG.svg.png"
4072,65.5,65.5,34.5,"Niederwil AG","65,5 Prozent der Stimmbürgerinnen und Stimmbürger in Niederwil AG sagen Ja zur Ernährungsinitiative. Niederwil AG und der Kanton Aargau sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/86/CHE_Niederwil_AG_COA.svg/330px-CHE_Niederwil_AG_COA.svg.png"
