"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr","link_wappen"
6601,78.5,78.5,21.5,"Aire-la-Ville (GE)","Avec 78,5 pour cent de oui, une majorité des électeurs d'Aire-la-Ville a accepté la loi permettant aux locataires de devenir propriétaires. Aire-la-Ville dit oui à la loi permettant aux locataires de devenir propriétaires, mais le non l'emporte dans le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/67/CHE_Aire-la-Ville_COA.svg/960px-CHE_Aire-la-Ville_COA.svg.png"
6602,33.2,33.2,66.8,"Anières (GE)","Non à la loi permettant aux locataires de devenir propriétaires à Anières: le texte est rejeté par 66,8 pour cent des votants. Aussi bien Anières que le canton rejettent la loi facilitant l'accès à la propriété pour les locataires.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b8/CHE_Ani%C3%A8res_COA.svg/960px-CHE_Ani%C3%A8res_COA.svg.png"
6603,45.4,45.4,54.6,"Avully (GE)","A Avully, la loi facilitant l'accès à la propriété pour les locataires n'a pas trouvé de majorité: 54,6 pour cent rejettent le texte. Aussi bien Avully que le canton rejettent la loi facilitant l'accès à la propriété pour les locataires.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4f/CHE_Avully_COA.svg/960px-CHE_Avully_COA.svg.png"
6604,39.7,39.7,60.3,"Avusy (GE)","A Avusy, le projet de loi permettant aux locataires de devenir propriétaires ne réunit pas de majorité, avec 60,3 pour cent de non. Aussi bien Avusy que le canton rejettent la loi facilitant l'accès à la propriété pour les locataires.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/CHE_Avusy_COA.svg/960px-CHE_Avusy_COA.svg.png"
6605,24.8,24.8,75.2,"Bardonnex (GE)","A Bardonnex, la loi facilitant l'accès à la propriété pour les locataires n'a pas trouvé de majorité: 75,2 pour cent rejettent le texte. Aussi bien Bardonnex que le canton rejettent la loi facilitant l'accès à la propriété pour les locataires.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/15/CHE_Bardonnex_COA.svg/500px-CHE_Bardonnex_COA.svg.png"
6606,52.1,52.1,47.9,"Bellevue (GE)","Le projet de loi visant à permettre aux locataires de devenir propriétaires a été accepté à Bellevue avec 52,1 pour cent des voix. Bellevue dit oui à la loi permettant aux locataires de devenir propriétaires, mais le non l'emporte dans le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/09/CHE_Bellevue_COA.svg/960px-CHE_Bellevue_COA.svg.png"
6607,43.2,43.2,56.8,"Bernex (GE)","A Bernex, la loi facilitant l'accès à la propriété pour les locataires n'a pas trouvé de majorité: 56,8 pour cent rejettent le texte. Aussi bien Bernex que le canton rejettent la loi facilitant l'accès à la propriété pour les locataires.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/CHE_Bernex_COA.svg/960px-CHE_Bernex_COA.svg.png"
6608,55.8,55.8,44.2,"Carouge (GE)","Avec 55,8 pour cent de oui, une majorité des électeurs de Carouge (GE) a accepté la loi permettant aux locataires de devenir propriétaires. Carouge (GE) dit oui à la loi permettant aux locataires de devenir propriétaires, mais le non l'emporte dans le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/CHE_Carouge_COA.svg/960px-CHE_Carouge_COA.svg.png"
6609,11.5,11.5,88.5,"Cartigny (GE)","A Cartigny, le projet de loi permettant aux locataires de devenir propriétaires ne réunit pas de majorité, avec 88,5 pour cent de non. Cartigny enregistre la plus forte part de non du canton concernant la loi facilitant l'accès à la propriété pour les locataires.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/30/CHE_Cartigny_COA.svg/960px-CHE_Cartigny_COA.svg.png"
6610,44.5,44.5,55.5,"Céligny (GE)","Non à la loi permettant aux locataires de devenir propriétaires à Céligny: le texte est rejeté par 55,5 pour cent des votants. Aussi bien Céligny que le canton rejettent la loi facilitant l'accès à la propriété pour les locataires.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7b/CHE_C%C3%A9ligny_COA.svg/960px-CHE_C%C3%A9ligny_COA.svg.png"
6611,50.1,50.1,49.9,"Chancy (GE)","Avec 50,1 pour cent de oui, une majorité des électeurs de Chancy a accepté la loi permettant aux locataires de devenir propriétaires. Chancy dit oui à la loi permettant aux locataires de devenir propriétaires, mais le non l'emporte dans le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/52/CHE_Chancy_COA.svg/960px-CHE_Chancy_COA.svg.png"
6612,34.9,34.9,65.1,"Chêne-Bougeries (GE)","Non à la loi permettant aux locataires de devenir propriétaires à Chêne-Bougeries: le texte est rejeté par 65,1 pour cent des votants. Aussi bien Chêne-Bougeries que le canton rejettent la loi facilitant l'accès à la propriété pour les locataires.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f4/CHE_Ch%C3%AAne-Bougeries_COA.svg/500px-CHE_Ch%C3%AAne-Bougeries_COA.svg.png"
6613,46.9,46.9,53.1,"Chêne-Bourg (GE)","Non à la loi permettant aux locataires de devenir propriétaires à Chêne-Bourg: le texte est rejeté par 53,1 pour cent des votants. Aussi bien Chêne-Bourg que le canton rejettent la loi facilitant l'accès à la propriété pour les locataires.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/CHE_Ch%C3%AAne-Bourg_COA.svg/960px-CHE_Ch%C3%AAne-Bourg_COA.svg.png"
6614,25.6,25.6,74.4,"Choulex (GE)","A Choulex, le projet de loi permettant aux locataires de devenir propriétaires ne réunit pas de majorité, avec 74,4 pour cent de non. Aussi bien Choulex que le canton rejettent la loi facilitant l'accès à la propriété pour les locataires.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/27/CHE_Choulex_COA.svg/960px-CHE_Choulex_COA.svg.png"
6615,21.6,21.6,78.4,"Collex-Bossy (GE)","A Collex-Bossy, le projet de loi permettant aux locataires de devenir propriétaires ne réunit pas de majorité, avec 78,4 pour cent de non. Aussi bien Collex-Bossy que le canton rejettent la loi facilitant l'accès à la propriété pour les locataires.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/CHE_Collex-Bossy_COA.svg/960px-CHE_Collex-Bossy_COA.svg.png"
6616,42.1,42.1,57.9,"Collonge-Bellerive (GE)","Non à la loi permettant aux locataires de devenir propriétaires à Collonge-Bellerive: le texte est rejeté par 57,9 pour cent des votants. Aussi bien Collonge-Bellerive que le canton rejettent la loi facilitant l'accès à la propriété pour les locataires.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f6/CHE_Collonge-Bellerive_COA.svg/960px-CHE_Collonge-Bellerive_COA.svg.png"
6617,76.1,76.1,23.9,"Cologny (GE)","A Cologny, la loi facilitant l'accès à la propriété pour les locataires récolte 76,1 pour cent d'approbation. Cologny dit oui à la loi permettant aux locataires de devenir propriétaires, mais le non l'emporte dans le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/CHE_Cologny_COA.svg/960px-CHE_Cologny_COA.svg.png"
6618,17.9,17.9,82.1,"Confignon (GE)","A Confignon, la loi facilitant l'accès à la propriété pour les locataires n'a pas trouvé de majorité: 82,1 pour cent rejettent le texte. Aussi bien Confignon que le canton rejettent la loi facilitant l'accès à la propriété pour les locataires.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/CHE_Confignon_COA.svg/960px-CHE_Confignon_COA.svg.png"
6619,54.9,54.9,45.1,"Corsier (GE)","Le projet de loi visant à permettre aux locataires de devenir propriétaires a été accepté à Corsier (GE) avec 54,9 pour cent des voix. Corsier (GE) dit oui à la loi permettant aux locataires de devenir propriétaires, mais le non l'emporte dans le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/CHE_Corsier_COA.svg/960px-CHE_Corsier_COA.svg.png"
6620,74.7,74.7,25.3,"Dardagny (GE)","Le projet de loi visant à permettre aux locataires de devenir propriétaires a été accepté à Dardagny avec 74,7 pour cent des voix. Dardagny dit oui à la loi permettant aux locataires de devenir propriétaires, mais le non l'emporte dans le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/26/CHE_Dardagny_COA.svg/960px-CHE_Dardagny_COA.svg.png"
6621,41.5,41.5,58.5,"Genève (GE)","Non à la loi permettant aux locataires de devenir propriétaires à Genève: le texte est rejeté par 58,5 pour cent des votants. Aussi bien Genève que le canton rejettent la loi facilitant l'accès à la propriété pour les locataires.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/CHE_Gen%C3%A8ve_COA.svg/960px-CHE_Gen%C3%A8ve_COA.svg.png"
