"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
2008,36.7,36.7,63.3,"Châtillon FR","In Châtillon FR ist die Neutralitätsinitiative mit 63,3 Prozent der Stimmen gescheitert. Abweichung: Châtillon FR verwirft die Neutralitätsinitiative, der Kanton Freiburg stimmt zu.","https://upload.wikimedia.org/wikipedia/commons/7/71/Ch%C3%A2tillon.png"
2011,57.2,57.2,42.8,"Cugy FR","Die Neutralitätsinitiative erreicht in Cugy FR 57,2 Prozent Ja-Stimmen. Cugy FR sagt wie der Kanton Freiburg Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ad/CHE_Cugy_FR_COA.svg/960px-CHE_Cugy_FR_COA.svg.png"
2022,57,57,43,"Gletterens FR","Gletterens stimmt der Neutralitätsinitiative mit 57 Prozent zu. Gletterens sagt wie der Kanton Freiburg Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Gletterens_COA.svg/500px-CHE_Gletterens_COA.svg.png"
2025,53.2,53.2,46.8,"Lully FR","Die Neutralitätsinitiative erreicht in Lully FR 53,2 Prozent Ja-Stimmen. Lully FR sagt wie der Kanton Freiburg Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/11/CHE_Lully_FR_COA.svg/250px-CHE_Lully_FR_COA.svg.png"
2029,65.6,65.6,34.4,"Montagny FR","Montagny FR hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 65,6 Prozent. Montagny FR sagt wie der Kanton Freiburg Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/CHE_Montagny_COA.svg/960px-CHE_Montagny_COA.svg.png"
2035,72.8,72.8,27.2,"Nuvilly FR","Nuvilly hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 72,8 Prozent. Nuvilly sagt wie der Kanton Freiburg Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/CHE_Nuvilly_COA.svg/250px-CHE_Nuvilly_COA.svg.png"
2038,72.1,72.1,27.9,"Prévondavaux FR","Prévondavaux hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 72,1 Prozent. Prévondavaux sagt wie der Kanton Freiburg Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/Pr%C3%A9vondavaux-coat_of_arms.svg/500px-Pr%C3%A9vondavaux-coat_of_arms.svg.png"
2041,8.5,8.5,91.5,"Saint-Aubin FR","In Saint-Aubin FR ist die Neutralitätsinitiative mit 91,5 Prozent der Stimmen gescheitert. Abweichung: Saint-Aubin FR verwirft die Neutralitätsinitiative, der Kanton Freiburg stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/62/Saint-Aubin-coat_of_arms.svg/500px-Saint-Aubin-coat_of_arms.svg.png"
2043,37.2,37.2,62.8,"Sévaz FR","In Sévaz ist die Neutralitätsinitiative mit 62,8 Prozent der Stimmen gescheitert. Abweichung: Sévaz verwirft die Neutralitätsinitiative, der Kanton Freiburg stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/77/CHE_S%C3%A9vaz_COA.svg/960px-CHE_S%C3%A9vaz_COA.svg.png"
2044,92.9,92.9,7.1,"Surpierre FR","Mit 92,9 Prozent befürworten die Stimmberechtigten von Surpierre die Neutralitätsinitiative. Surpierre sagt wie der Kanton Freiburg Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/CHE_Surpierre_COA.svg/500px-CHE_Surpierre_COA.svg.png"
2045,87.2,87.2,12.8,"Vallon FR","Ja zur Neutralitätsinitiative in Vallon: 87,2 Prozent. Vallon sagt wie der Kanton Freiburg Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/CHE_Vallon_COA.svg/500px-CHE_Vallon_COA.svg.png"
2050,33.3,33.3,66.7,"Les Montets FR","66,7 Prozent der Stimmbürgerinnen und Stimmbürger von Les Montets sprechen sich gegen die Neutralitätsinitiative aus. Abweichung: Les Montets verwirft die Neutralitätsinitiative, der Kanton Freiburg stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/33/CHE_Les_Montets_COA.svg/250px-CHE_Les_Montets_COA.svg.png"
2051,39.6,39.6,60.4,"Delley-Portalban FR","60,4 Prozent der Stimmbürgerinnen und Stimmbürger von Delley-Portalban haben die Neutralitätsinitiative abgelehnt. Abweichung: Delley-Portalban verwirft die Neutralitätsinitiative, der Kanton Freiburg stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/68/CHE_Delley-Portalban_COA.svg/500px-CHE_Delley-Portalban_COA.svg.png"
