"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it","link_wappen"
5001,31.8,31.8,68.2,"Arbedo-Castione (TI)","Con il 68,2 per cento dei voti, Arbedo-Castione ha respinto l'Iniziativa sulla neutralità. Sia Arbedo-Castione che il cantone Ticino hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/CHE_Arbedo-Castione_COA.svg/500px-CHE_Arbedo-Castione_COA.svg.png"
5002,63.9,63.9,36.1,"Bellinzona (TI)","Sì all'Iniziativa sulla neutralità a Bellinzona: 63,9 per cento. Bellinzona dice sì all'Iniziativa sulla neutralità, il cantone Ticino dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/46/CHE_Bellinzona_COA-02.svg/500px-CHE_Bellinzona_COA-02.svg.png"
5003,22,22,78,"Cadenazzo (TI)","A Cadenazzo l'Iniziativa sulla neutralità non ottiene la maggioranza: 78 per cento di no. Sia Cadenazzo che il cantone Ticino hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/35/Cadenazzo-coat_of_arms.svg/500px-Cadenazzo-coat_of_arms.svg.png"
5009,86.3,86.3,13.7,"Isone (TI)","Sì all'Iniziativa sulla neutralità a Isone, con il 86,3 per cento di voti favorevoli. Isone dice sì all'Iniziativa sulla neutralità, il cantone Ticino dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/02/CHE_Isone_COA.svg/500px-CHE_Isone_COA.svg.png"
5010,32.5,32.5,67.5,"Lumino (TI)","A Lumino, l'Iniziativa sulla neutralità è stata respinta con il 67,5 per cento. Sia Lumino che il cantone Ticino hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8d/Lumino-coat_of_arms.svg/500px-Lumino-coat_of_arms.svg.png"
5017,13.6,13.6,86.4,"Sant'Antonino (TI)","A Sant'Antonino, l'Iniziativa sulla neutralità è stata respinta con il 86,4 per cento. Sia Sant'Antonino che il cantone Ticino hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/30/SantAntonino-coat_of_arms.svg/500px-SantAntonino-coat_of_arms.svg.png"
5048,92.4,92.4,7.6,"Acquarossa (TI)","A Acquarossa l'Iniziativa sulla neutralità è stata approvata con il 92,4 per cento. Acquarossa dice sì all'Iniziativa sulla neutralità, il cantone Ticino dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c7/CHE_Acquarossa_COA.svg/500px-CHE_Acquarossa_COA.svg.png"
5049,60.9,60.9,39.1,"Blenio (TI)","A Blenio l'Iniziativa sulla neutralità è stata approvata con il 60,9 per cento. Blenio dice sì all'Iniziativa sulla neutralità, il cantone Ticino dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0d/CHE_Blenio_COA.svg/500px-CHE_Blenio_COA.svg.png"
5050,87.6,87.6,12.4,"Serravalle (TI)","A Serravalle, l'Iniziativa sulla neutralità è approvata con il 87,6 per cento. Serravalle dice sì all'Iniziativa sulla neutralità, il cantone Ticino dice no.","https://upload.wikimedia.org/wikipedia/de/3/31/Wappen.Serravalle.png"
5061,82.9,82.9,17.1,"Airolo (TI)","Sì all'Iniziativa sulla neutralità a Airolo con il 82,9 per cento. Airolo dice sì all'Iniziativa sulla neutralità, il cantone Ticino dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/84/CHE_Airolo_COA.svg/500px-CHE_Airolo_COA.svg.png"
5063,73.2,73.2,26.8,"Bedretto (TI)","A Bedretto l'Iniziativa sulla neutralità è stata approvata con il 73,2 per cento. Bedretto dice sì all'Iniziativa sulla neutralità, il cantone Ticino dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/99/Bedretto-coat_of_arms.svg/500px-Bedretto-coat_of_arms.svg.png"
